target_sku,section_name,category_name,question_tr,answer_tr,question_en,answer_en,url,article_id
Q2-PLE50M,Q² Pure EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,"Evet, üst kat ürün olarak Q² CanCoat EVO veya Q² Wax öneririz.",Can I top it off with additional coating/wax/sealant?,"Yes, we recommend Q² CanCoat EVO or Q² Wax as a top-up product.",https://gyeon.zendesk.com/hc/en-us/articles/360000896537-Can-I-top-it-off-with-additional-coating-wax-sealant,360000896537
Q2-OLE100M,Q² One EVO,Q² Collection,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000896297-I-can-see-high-spots-why-and-what-to-do,360000896297
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure REDEFINED veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 3 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir.",How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure REDEFINED or Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals with a ph. within 3 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000901938-How-to-maintain-a-vehicle-coated-with-that-product,360000901938
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000894157-I-can-see-high-spots-why-and-what-to-do,360000894157
Q2-W175G,Q² Wax,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² Wax uygulamasını bitirdiğinizde araç 12 saat garaj/stüdyoda kalmalıdır. Sonraki 7-14 gün boyunca kimyasallar/deterjanlarla teması önleyin.,How long does the product need to dry/cure ?,"When you finish applying Q² Wax, the car should remain in the garage/studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 to 14 days.",https://gyeon.zendesk.com/hc/en-us/articles/360015740197-How-long-does-the-product-need-to-dry-cure,360015740197
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır. Hidrofobikliği ve kayganlığı artırmak için periyodik olarak Q²M PPF Maintain uygulayın.",How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11. Apply periodically Q²M PPF Maintain to boost hydrophobicity and slickness.,https://gyeon.zendesk.com/hc/en-us/articles/360004004737-How-to-maintain-a-vehicle-coated-with-that-product,360004004737
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Üründen biraz cam/boya üzerine sıktım — nasıl temizlerim?,Q²M Prep ve Q²M BaldWipe ile birden fazla kez silin.,I sprayed some of product on windows/paint - how to remove ?,Wipe multiple time with Q²M Prep and Q²M BaldWipe,https://gyeon.zendesk.com/hc/en-us/articles/360000932037-I-sprayed-some-of-product-on-windows-paint-how-to-remove,360000932037
Q2-VE20M,Q² View EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000940218-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000940218
Q2-BS30M,Q² Booster,Q² Collection,High spot görüyorum — Neden? (ve şimdi ne yapmalıyım?),Flor bazı sayesinde ürün anında flash yapar — high spot fark ediyorsanız bunlar seramik alt kaplamadan kaynaklanır ve Q² Booster uygulamasından önce mevcuttu.,I can see high spots – Why? (and what to do now ?),"Due to its fluorine base, the product will flash immediately - if you notice any high spots they are the result of the ceramic base coat and were present before the application of Q² Booster.",https://gyeon.zendesk.com/hc/en-us/articles/360000930398-I-can-see-high-spots-Why-and-what-to-do-now,360000930398
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir. Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin.,Is paint correction obligatory before applying the coating ?,No - however surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000921878-Is-paint-correction-obligatory-before-applying-the-coating,360000921878
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000902157-Can-it-be-removed,360000902157
Q2-MTEL50M,Q² Matte EVO,Q² Collection,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın.,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000906618-The-beading-is-gone-what-to-do,360000906618
Q2-PLE50M,Q² Pure EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 3 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir.",How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure or Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals with a Ph. within 3 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000903778-How-to-maintain-a-vehicle-coated-with-that-product,360000903778
Q2-OLE100M,Q² One EVO,Q² Collection,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000902998-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000902998
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Başka bir kaplamanın üzerine üst kat olarak kullanabilir miyim?,"Evet, kaliteli herhangi bir seramik kaplamanın üst katı olarak uygulanabilir.",Can I use it as a top coat to another coating? ,"Yes, it can be applied as a top coat to any high-quality ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000894457-Can-I-use-it-as-a-top-coat-to-another-coating,360000894457
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 3 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir.",How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure or Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals with a Ph. within 3 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000901598-How-to-maintain-a-vehicle-coated-with-that-product,360000901598
Q2-W175G,Q² Wax,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Tüpün hem üst şeffaf kapağını hem de üst vidasını düzgünce kapattığınızdan emin olun. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Make sure to close the tube properly with both top clear cover and top screw. Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360015806538-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360015806538
Q2-PPFE50M,Q² PPF EVO,Q² Collection,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron REDEFINED ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M PPF Maintain REDEFINED veya Q²M WetCoat kullanın.,"The beading is gone, what to do?",Proceed with surface decontamination with Q²M Iron REDEFINED after a complete maintenance wash. Use Q²M PPF Maintain REDEFINED or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360003976998-The-beading-is-gone-what-to-do,360003976998
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Ürünü kullandığım yüzey yapışkan — bu normal mi?,"Hayır, yapışkan olmamalı. Q² FabricCoat hızlı kuruyacak şekilde formüle edilmiştir. Çok yavaş kurursa (ürünü aşırı uyguladıysanız) yapışkan/tutucu olabilir. Bu durumda tekstili sıcak suya batırılmış kısa tüylü mikrofiber bezle temizleyin.",The surface where I used the product is sticky - is that normal? ,"No, it should not become sticky. Q² FabricCoat has a formula designed to dry quickly. Once it dries very slowly (because you have overapplied the product), it might become sticky/grabby. In such case, clean the textile with a low pile microfibre soaked with hot water.",https://gyeon.zendesk.com/hc/en-us/articles/360000932017-The-surface-where-I-used-the-product-is-sticky-is-that-normal,360000932017
Q2-BS30M,Q² Booster,Q² Collection,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000930358-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000930358
Q2-SLE50M,Q² Syncro EVO,Q² Collection,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanın.,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000912057-The-beading-is-gone-what-to-do,360000912057
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır.",How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000908478-How-to-maintain-a-vehicle-coated-with-that-product,360000908478
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Ne kadar dayanır?,Q² Matte EVO 24 ay / 30.000 km'ye kadar dayanır.,How long will it last ?,Q² Matte EVO last up to 24 months/30k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000899517-How-long-will-it-last,360000899517
Q2-PLE50M,Q² Pure EVO,Q² Collection,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000896697-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000896697
Q2-OLE100M,Q² One EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000902798-How-long-does-the-product-need-to-dry-cure,360000902798
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Q² CanCoat Pro EVO hangi yüzeylere uygulanabilir?,"Q² CanCoat Pro EVO çok yönlü bir üründür. Boya, trim, jant, metal, karbon fiber ve PPF/Vinil üzerine uygulayabilirsiniz.",What surface can you apply Q² CanCoat Pro EVO on?,"Q² CanCoat Pro EVO is a very versatile product. You are allowed to apply it to paint, trim, rims, metal, carbon fibre & PPF/Vinyl.",https://gyeon.zendesk.com/hc/en-us/articles/360000901678-What-surface-can-you-apply-Q-CanCoat-Pro-EVO-on,360000901678
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Başka bir kaplamanın üzerine üst kat olarak kullanabilir miyim?,"Evet, kaliteli herhangi bir seramik kaplamanın üst katı olarak uygulanabilir.",Can I use it as a top coat to another coating? ,"Yes, it can be applied as a top coat to any high-quality ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000901558-Can-I-use-it-as-a-top-coat-to-another-coating,360000901558
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360004004397-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360004004397
Q2-BS30M,Q² Booster,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000920577-How-long-does-the-product-need-to-dry-cure,360000920577
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.,Will it prevent water marks or bird droppings damaging paint ?,Yes - however such contamination must be removed from the paint as soon as possible.,https://gyeon.zendesk.com/hc/en-us/articles/360000912037-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000912037
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000902117-How-long-does-the-product-need-to-dry-cure,360000902117
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000906558-How-long-does-the-product-need-to-dry-cure,360000906558
Q2-PLE50M,Q² Pure EVO,Q² Collection,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000904358-I-can-see-high-spots-why-and-what-to-do,360000904358
Q2-OLE100M,Q² One EVO,Q² Collection,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanın.,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000903398-The-beading-is-gone-what-to-do,360000903398
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Üzerine ek kaplama uygulayabilir miyim?,Hayır.,Can I top it off with an additional coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000901738-Can-I-top-it-off-with-an-additional-coating,360000901738
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² CanCoat EVO uygulamasını bitirdiğinizde araç 12 saat garaj/stüdyoda kalmalıdır. Sonraki 7 gün boyunca kimyasallar/deterjanlarla teması önleyin.,How long does the product need to dry/cure ?,When you finish applying Q² CanCoat EVO the car should remain in the garage/studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 days.,https://gyeon.zendesk.com/hc/en-us/articles/360000893997-How-long-does-the-product-need-to-dry-cure,360000893997
Q2-BS30M,Q² Booster,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,Kaplama açıldıktan sonra tamamen kullanılmalıdır.,How to store the product after use? What is the shelf life once opened?,The coating shall be used entirely once opened.,https://gyeon.zendesk.com/hc/en-us/articles/360000920517-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000920517
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır.",How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000911997-How-to-maintain-a-vehicle-coated-with-that-product,360000911997
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Üst kaplama olarak kullanılabilir mi?,Hayır.,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000902097-Can-it-be-used-as-top-coating,360000902097
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000899537-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000899537
Q2-PLE50M,Q² Pure EVO,Q² Collection,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron REDEFINED ve Q²M Tar REDEFINED ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure REDEFINED veya Q²M WetCoat kullanın.,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron REDEFINED & Q²M Tar REDEFINED after a complete maintenance wash. Use Q²M Cure REDEFINED or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000903818-The-beading-is-gone-what-to-do,360000903818
Q2-OLE100M,Q² One EVO,Q² Collection,Q² One EVO hangi yüzeylere uygulanabilir?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.,What surface can you apply Q² One EVO on?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000902298-What-surface-can-you-apply-Q-One-EVO-on,360000902298
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Gyeon Certified Detailer olmadan satın alabilir miyim?,"Hayır, Q² CanCoat Pro EVO yalnızca Gyeon Certified Detailer'lara özeldir.",Can I buy it without being a Gyeon Certified Detailer? ,"No, Q² CanCoat Pro EVO is dedicated exclusively to Gyeon Certified Detailers",https://gyeon.zendesk.com/hc/en-us/articles/360000895017-Can-I-buy-it-without-being-a-Gyeon-Certified-Detailer,360000895017
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Birlikte gelen sprey başlığını çıkarın ve temizleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Remove and clean the included sprayer. Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000893937-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000893937
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000911857-How-long-does-the-product-need-to-dry-cure,360000911857
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Evet — Q² CanCoat EVO veya kaliteli doğal bir wax kullanmanızı öneririz.,Can I top it off with additional coating/wax/sealant?,Yes - We recommend the use of Q² CanCoat EVO or a high-quality natural wax.,https://gyeon.zendesk.com/hc/en-us/articles/360000908458-Can-I-top-it-off-with-additional-coating-wax-sealant,360000908458
Q2-PLE50M,Q² Pure EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000903758-How-long-does-the-product-need-to-dry-cure,360000903758
Q2-OLE100M,Q² One EVO,Q² Collection,Sette gelen Q²M CURE REDEFINED ne zaman uygulanmalı?,Q²M Cure REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.,When should I apply the Q²M CURE REDEFINED included in the kit ?,We recommend application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000896237-When-should-I-apply-the-Q-M-CURE-REDEFINED-included-in-the-kit,360000896237
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Birlikte gelen sprey başlığını çıkarın ve temizleyin. Kutuyu orijinal metal kapağıyla kapatın. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Remove and clean the included sprayer. Close the can with its original metal cap. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000894337-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000894337
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Üzerine ek kaplama uygulayabilir miyim?,"Q² CanCoat EVO kullanabilirsiniz, ancak yalnızca en az 6 ay sonra bakım amaçlı.",Can I top it off with additional coating ?,"You may use Q² CanCoat EVO, but only for maintenance purpose after the period of at least 6 months.",https://gyeon.zendesk.com/hc/en-us/articles/360000921718-Can-I-top-it-off-with-additional-coating,360000921718
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000900117-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000900117
Q2-PLE50M,Q² Pure EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000896497-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000896497
Q2-OLE100M,Q² One EVO,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000895097-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000895097
