target_sku,section_name,category_name,question_tr,answer_tr,question_en,answer_en,url,article_id
Q2M-CLR500M,Q²M ClayLube REDEFINED,Q²M Collection,Nereye uygulanır?,"Bu ürün, yıkama sürecinden sonra ve boya korreksiyonundan önce aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır.",Where to apply ?,This product is design to be applied over contaminated part of your vehicle after washing process & prior paint correction,https://gyeon.zendesk.com/hc/en-us/articles/360000972198-Where-to-apply,360000972198
_BRAND:gyeon:q2m_general,Q²M ClayBars,Q²M Collection,Nereye uygulanır?,"Bu ürün, yıkama sürecinden sonra ve boya korreksiyonundan önce aracınızın kontamine olmuş kısmına kullanılmak üzere tasarlanmıştır.",Where to apply ?,This product is designed to be used over contaminated part of your vehicle after washing process & prior paint correction,https://gyeon.zendesk.com/hc/en-us/articles/360000960797-Where-to-apply,360000960797
Q2M-WSYA1000M,Q²M WaterSpot,Q²M Collection,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinden sonra aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır.",Where to apply ?,This solution is designed to be applied over contaminated part of your vehicle after washing process.,https://gyeon.zendesk.com/hc/en-us/articles/360000959877-Where-to-apply,360000959877
Q2M-BGYA1000M,Q²M Bug & Grime,Q²M Collection,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinden önce aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır.",Where to apply ?,This solution is designed to be applied over the contaminated part of your vehicle prior washing process.,https://gyeon.zendesk.com/hc/en-us/articles/360000971658-Where-to-apply,360000971658
Q2M-FYA4000M,Q²M Foam,Q²M Collection,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinde aracınızın tüm dışına uygulanmak üzere tasarlanmıştır.",Where to apply ?,This solution is designed to be applied over the whole exterior of your vehicle during the wash process.,https://gyeon.zendesk.com/hc/en-us/articles/360000959657-Where-to-apply,360000959657
Q2M-QDYA1000M,Q²M QuickDetailer,Q²M Collection,Nereye uygulanır?,"Bu solüsyon, kauçuk hariç olmak üzere her dış yüzeye uygulanmak üzere tasarlanmıştır.",Where to apply ?,This solution is designed to be applied on every exterior surface at the exception of rubber.,https://gyeon.zendesk.com/hc/en-us/articles/360000971438-Where-to-apply,360000971438
_BRAND:gyeon:q2m_general,Q²M MetalPolish,Q²M Collection,Nereye uygulanır?,Bu solüsyon metal yüzeye uygulanmak üzere tasarlanmıştır.,Where to apply ?,This solution is designed to be applied on a metal surface.,https://gyeon.zendesk.com/hc/en-us/articles/360000936797-Where-to-apply,360000936797
Q2M-LCN1000M,Q²M LeatherCleaner Natural,Q²M Collection,Nereye uygulanır?,"Bu solüsyon, koltuk, direksiyon vb. araçlarınızın iç deri döşemesi için tasarlanmıştır.",Where to apply ?,"This solution is designed for interior leather upholstery of your vehicles such as seat, steering wheels and more.",https://gyeon.zendesk.com/hc/en-us/articles/360000936637-Where-to-apply,360000936637
Q2M-LCSYA1000M,Q²M LeatherCleaner Strong,Q²M Collection,Nereye uygulanır?,"Bu solüsyon, koltuk, direksiyon vb. araçlarınızın iç deri döşemesi için tasarlanmıştır.",Where to apply ?,"This solution is designed for interior leather upholstery of your vehicles such as seat, steering wheels and more.",https://gyeon.zendesk.com/hc/en-us/articles/360000943438-Where-to-apply,360000943438
Q2M-LSN200M,Q²M Leather Set Natural,Q²M Collection,Sette bulunan ürünler hakkında daha fazla bilgi almak istiyorum.,Set ile gelen her ürün için daha fazla detay için lütfen FAQ bölümüne veya ürün sayfalarına bakın.,I'd like to know more about the product included in the set.,Please check the FAQ section or product pages of each product coming in the set for more details.,https://gyeon.zendesk.com/hc/en-us/articles/360000943138-I-d-like-to-know-more-about-the-product-included-in-the-set,360000943138
Q2M-LSSYA200M,Q²M Leather Set Strong,Q²M Collection,Sette bulunan ürünler hakkında daha fazla bilgi almak istiyorum.,Set ile gelen her ürün için daha fazla detay için lütfen FAQ bölümüne veya ürün sayfalarına bakın.,I'd like to know more about the product included in the set.,Please check the FAQ section or product pages of each product coming in the set for more details.,https://gyeon.zendesk.com/hc/en-us/articles/360000943038-I-d-like-to-know-more-about-the-product-included-in-the-set,360000943038
Q2M-TEYA1000M,Q²M Tire Express,Q²M Collection,Nereye uygulanır?,Tüm lastik tiplerinde.,Where to apply ?,On all types of tires.,https://gyeon.zendesk.com/hc/en-us/articles/360000942678-Where-to-apply,360000942678
Q2M-TCYA1000M,Q²M Tire Cleaner,Q²M Collection,Nereye uygulanır?,"Aracınızın tüm kauçuk parçalarında. Ürün ATV, motosiklet ve diğerleri için de uygundur.",Where to apply ?,"On all rubber parts of your vehicle. The product is also suitable for ATV, motorcycles and others.",https://gyeon.zendesk.com/hc/en-us/articles/360000942418-Where-to-apply,360000942418
Q2M-PPR1000M,Q²M PPF Renew,Q²M Collection,Nereye uygulanır?,Bu ürün her tür parlak boya koruma filmlerine uygulanmak üzere tasarlanmıştır.,Where to apply ?,This product is designed to be applied to glossy paint protection films of all types.,https://gyeon.zendesk.com/hc/en-us/articles/360000933697-Where-to-apply,360000933697
Q2M-GP250M,Q²M GlassPolish,Q²M Collection,Nasıl uygulanır?,"Q²M GlassPolish elle veya makineyle uygulanabilir. En iyi sonuçlar için Q²M Polish ped (mavi) ile rotary polisaj makinesi kullanmanızı öneririz (dual-action makine de işe yarar).

Düşük devir, yavaş hareket ve orta basınç kullanın. Sadece hafif puslu bir kalıntı kalana kadar ürünü çalıştırın. Kaplama uygulamasına geçmeden önce kalıntıyı Q²M Prep ile silin.",How to apply?,"Q²M GlassPolish can be applied by hand or machine. For best results, we recommend using a rotary polisher (a dual-action machine will also work) with a Q²M Polish Pad (blue).

Use low revs, slow movements, and medium pressure. Work the product until only a light, hazy residue remains. Wipe off the residue with Q²M Prep before proceeding with your coating application..",https://gyeon.zendesk.com/hc/en-us/articles/18582021031964-How-to-apply,18582021031964
_BRAND:gyeon:q2m_general,Q²M DeFrost,Q²M Collection,Nasıl kullanılır?,"Q²M DeFrost'u açın, yüzeye bolca sıkın ve buzun anında erimesini izleyin.",How to use it?,"Open Q²M DeFrost, spray it liberally on the surface, and instantly watch the ice melt.",https://gyeon.zendesk.com/hc/en-us/articles/18579707234204-How-to-use-it,18579707234204
Q2M-GPYA1000M,Q²M Glass+,Q²M Collection,Nasıl kullanılır?,Doğrudan mikrofibere sıkın — düz çizgi izi kalmayan bir bitiş elde edene kadar cam yüzeyine silin.,How to use it?,Spray directly onto a microfibre - wipe on the glass surface till a streak-free finish appear.,https://gyeon.zendesk.com/hc/en-us/articles/18579440935580-How-to-use-it,18579440935580
Q2M-EW1000M,Q²M ECOWash,Q²M Collection,Nasıl kullanılır?,"Durulamasız yıkama için: Q²M ECOWash'u 256:1 oranında karıştırın. İşlem için birden fazla mikrofiber havlu kullanın. Kiri güvenli şekilde kaldırmak için panel paneline düz çizgi hareketle çalışın.

Susuz yıkama için: Q²M ECOWash'u 15:1 oranında karıştırın. Yüzeye ve yumuşak bir mikrofiber beze bolca sıkın. Düz çizgi hareketle silin. Ardından, kalıntıyı silmek için kuru mikrofiber havlu kullanın.

Kurulama yardımcısı için: Q²M ECOWash'u 20:1 oranından başlayarak karıştırın. Bir kurulama havlusuna beş sıkım uygulayın ve aracınızı kurulamak için kullanın. Etkinliği korumak için her bölüm için havluyu ürünle yeniden doldurun.",How to use it?,"For rinseless wash: Mix Q²M ECOWash in a 256:1 solution. Use multiple microfiber towels for the process. Work panel by panel in a straight-line motion to lift dirt safely.

For waterless wash: Mix Q²M ECOWash in a 15:1 solution. Spray generously onto the surface and into a soft microfiber cloth. Wipe in a straight-line motion. Then, use a dry microfiber towel to buff away any residue.

For drying aid: Mix Q²M ECOWash starting from a 20:1 solution. Apply five sprays onto a drying towel and use it to dry your vehicle. Reload the towel with product for each section to maintain effectiveness.",https://gyeon.zendesk.com/hc/en-us/articles/18565238082332-How-to-use-it,18565238082332
Q2M-TOTR1000M,Q²M TotalRemover,Q²M Collection,Nasıl kullanılır?,"Aracı yıkayıp dekontamine ettikten sonra Q²M TotalRemover'ı ıslak, temiz bir yüzeye uygulayın. Tek seferde bir panele bolca sıkın. Yaklaşık 30 saniye bekletin, ardından iyice durulayın. Daha fazla etkinlik için yüzeyi Q²M SilkMitt EVO ile nazikçe agite edebilirsiniz. Yüzey artık kaygan hissetmediğinde işe yaradığını anlarsınız — bu, önceki korumaların kaldırıldığı anlamına gelir.",How to use it?,"After washing and decontaminating the car, apply Q2M TotalRemover to a wet, clean surface. Spray it liberally onto one panel at a time. Let it sit for about 30 seconds, then rinse thoroughly. For added effectiveness, you can gently agitate the surface with a Q2M SilkMitt Evo. You'll know it's working when the surface no longer feels slick—this means previous protectants have been removed.",https://gyeon.zendesk.com/hc/en-us/articles/18564389059356-How-to-use-it,18564389059356
Q2M-CDYA1000M,Q²M CeramicDetailer,Q²M Collection,Nereye uygulanır?,"Q²M CeramicDetailer, kaplı veya kaplı olmayan herhangi bir dış yüzeyde kullanılabilir. Seramik kaplı araçlar için tasarlanmış olsa da herhangi bir araçta harika çalışır. Temiz bir yüzeye uygulamayı unutmayın.",Where to apply?,"Q²M CeramicDetailer can be used on any exterior surface, whether coated or not. While designed for ceramic-coated cars, it works great on any vehicle. Remember to apply it to a clean surface.",https://gyeon.zendesk.com/hc/en-us/articles/18563915210268-Where-to-apply,18563915210268
Q2M-FCNA1000M,Q²M FabricCleaner,Q²M Collection,Nasıl kullanılır?,"Ürünü yüzeye ve tercih ettiğiniz fırçanın içine hafifçe sıkın.
Alanı agite edin ve kalıntıyı silin. İyice kurumaya bırakın.
Gerçekten hassas kumaşlar için ürünü 1:5 oranında seyreltebilirsiniz.",How to use it?,"Spray the product lightly on the surface and inside your preffered brush.
Agitate the area and wipe off the residue. Let it dry properly.
For really sensitive fabric, you can dilute the product 1:5.",https://gyeon.zendesk.com/hc/en-us/articles/5743426405521-How-to-use-it,5743426405521
Q2M-APYA4000M,Q²M APC,Q²M Collection,Nasıl kullanılır?,"Önce — seyreltin. 1:5 ile 1:15 arası seyreltebilirsiniz. Temiz, ıslak bir yüzeye bolca sıkın ve hemen durulayın. Kurumaya bırakmayın.",How to use it?,"Most of all - dilute it. You may dilute it from 1:5 up to 1:15. Spray liberally on a clean, wet surface and rinse off immediately. Do not let dry.",https://gyeon.zendesk.com/hc/en-us/articles/5742766098065-How-to-use-it,5742766098065
Q2M-IWCR4000M,Q²M Iron WheelCleaner REDEFINED,Q²M Collection,Nasıl kullanılır?,Jantların tüm yüzeyine bolca sıkın — tepkimeye bırakın ve durulayın. Kurumaya bırakmayın — sıcak yüzeylere uygulamayın.,How to use it?,Spray liberally over all the surface of the wheels - let it react and rinse off. Do not let it dry - Do not apply on hot surfaces.,https://gyeon.zendesk.com/hc/en-us/articles/5741287241873-How-to-use-it,5741287241873
Q2M-RWYA1000M,Q²M RestartWash,Q²M Collection,Nasıl kullanılır?,"10-15 litre suya 20-30 ml ürün dökün — solüsyonu karıştırın — solüsyonu aracınıza aktarmak için Q²M Smoothie kullanın — yıkama rutininize devam edin.

Q²M RestartWash foam lance'ta da kullanılabilir; 500 ml final solüsyon için 20/30 ml.",How to use it?,"Pour 20 to 30ml of product into a bucket 10 to 15 litres of water - Mix the solution - Use the Q²M Smoothie to transfer the solution on your vehicle - proceed with your wash routine.

Q²M RestartWash can be used in a foam lance too, 20/30ml for 500ml final solution.",https://gyeon.zendesk.com/hc/en-us/articles/5741032744593-How-to-use-it,5741032744593
Q2M-PPFW500M,Q²M PPF Wash,Q²M Collection,Nasıl kullanılır?,"10-15 litre suya 20-30 ml ürün dökün — solüsyonu karıştırın — solüsyonu aracınıza aktarmak için Q²M Smoothie kullanın — yıkama rutininize devam edin.

Q²M PPF Wash foam lance'ta da kullanılabilir.",How to use it?,"Pour 20 to 30ml of product into a bucket 10 to 15 litres of water - Mix the solution - Use the Q²M Smoothie to transfer the solution on your vehicle - proceed with your wash routine

Q²M PPF Wash can be used in a foam lance too.",https://gyeon.zendesk.com/hc/en-us/articles/360004018257-How-to-use-it,360004018257
Q2M-PPFMR500M,Q²M PPF Maintain REDEFINED,Q²M Collection,Nasıl uygulanır?,Mikrofibere sıkın — paneli paneline silin — ıslak yüzeyde kurulama yardımcısı olarak kullanılabilir — doğrudan kurulama havlusuna sıkın — kurulayın.,How to apply?,Spray onto a microfibre - wipe panel by panel - can be used as drying aid on a wet surface - spray directly onto a drying towel - dry off,https://gyeon.zendesk.com/hc/en-us/articles/360003986178-How-to-apply,360003986178
Q2M-TWYA500M,Q²M TowelWash,Q²M Collection,Solüsyonu normal bir tekstil ajanı ile karıştırmam gerekir mi?,Hayır.,Do I need to mix the solution with normal fabric agent ?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000983297-Do-I-need-to-mix-the-solution-with-normal-fabric-agent,360000983297
Q2M-PRYA250M,Q²M Preserve,Q²M Collection,Nasıl kullanılır?,İç trimlerde çok az miktarda ürün kullanın ve Q²M MF Applicator ile yüzeye sürün. Tam mat bir bitiş için uygulamadan 5 dakika sonra silin. Motor bölmesi veya çamurluk içleri için sprey on dressing olarak kullanmak için 1:5 oranına kadar seyreltin.,How to use it ?,"On interior trim, use a very small amount of product and rub it into the surface with the Q²M MF Applicator. Wipe after 5 minutes since the application for a fully matte finish. Dilute up to 1:5 and use as a spray on dressing for engine bays or wheels wells.",https://gyeon.zendesk.com/hc/en-us/articles/360000983077-How-to-use-it,360000983077
_BRAND:gyeon:q2m_general,Q²M Glass,Q²M Collection,Nasıl kullanılır?,Doğrudan mikrofibere sıkın — düz çizgi izi kalmayan bir bitiş elde edene kadar cam yüzeyine silin.,How to use it ?,Spray directly onto a microfibre - wipe on the glass surface till a streak-free finish appear.,https://gyeon.zendesk.com/hc/en-us/articles/360000982597-How-to-use-it,360000982597
Q2M-CRYA250M,Q²M Cure REDEFINED,Q²M Collection,Nasıl uygulanır?,"Mikrofibere sıkın — paneli paneline silin — ıslak araçta kurulama yardımcısı olarak kullanılabilir; doğrudan kurulama havlusuna sıkın — kurulayın. Bu solüsyon, çizgi izi riskini azaltmak ve silme prosedürünü kolaylaştırmak için 1:1 oranında deminerelize su ile seyreltilebilir.",How to apply ?,Spray onto a microfibre - wipe panel by panel - can be used as drying aid on a wet car - spray directly onto drying towel - dry off - This solution can be diluted with demineralized water 1:1 to reduce the potential risk of streaks and make wiping procedure easier.,https://gyeon.zendesk.com/hc/en-us/articles/360000991778-How-to-apply,360000991778
Q2M-CMR500M,Q²M Cure Matte REDEFINED,Q²M Collection,Nasıl uygulanır?,Mikrofibere sıkın — paneli paneline silin — ıslak araçta kurulama yardımcısı olarak kullanılabilir — doğrudan kurulama havlusuna sıkın — kurulayın.,How to apply ?,Spray onto a microfibre - wipe panel by panel - can be used as drying aid on a wet car - spray directly onto a drying towel - dry off,https://gyeon.zendesk.com/hc/en-us/articles/360000991518-How-to-apply,360000991518
_BRAND:gyeon:q2m_general,Q²M WetCoat Essence,Q²M Collection,Nasıl kullanılır?,"Önce — distile su ile seyreltin. 1:5 ile 1:15 arası seyreltebilirsiniz. Temiz, ıslak bir yüzeye bolca sıkın ve hemen durulayın. Kurumaya bırakmayın.",How to use it ?,"Most of all - dilute it with distilled water. You may dilute it from 1:5 up to 1:15. Spray liberally on a clean, wet surface and rinse off immediately. Do not let dry.",https://gyeon.zendesk.com/hc/en-us/articles/360000981817-How-to-use-it,360000981817
Q2M-WCYA4000M,Q²M WetCoat,Q²M Collection,Nasıl kullanılır?,"Temiz, ıslak bir yüzeye bolca sıkın ve hemen durulayın. Kurumaya bırakmayın.",How to use it ?,"Spray liberally on a clean, wet surface and rinse off immediately. Do not let dry.",https://gyeon.zendesk.com/hc/en-us/articles/360000981637-How-to-use-it,360000981637
Q2M-PO1000M,Q²M Polish,Q²M Collection,Nasıl uygulanır?,"Tercih ettiğiniz mekanik polisaj makinesinin kullanımını öneririz. El kullanımı da mümkündür, ancak düşük verimliliği nedeniyle önerilmez.",How to apply ?,"We recommend using a mechanical polishing machine of your choice. Hand use is also possible, although it's not recommended due to its low efficiency.",https://gyeon.zendesk.com/hc/en-us/articles/360000981457-How-to-apply,360000981457
Q2M-CM1000M,Q²M Compound,Q²M Collection,Nasıl uygulanır?,"Tercih ettiğiniz mekanik polisaj makinesi ile kullanımı önerilir. El kullanımı mümkündür, ancak düşük verimliliği nedeniyle önerilmez.",How to apply ?,"Recommend use with a mechanical polishing machine of your choice. Hand use possible, although not recommended due to low efficiency.",https://gyeon.zendesk.com/hc/en-us/articles/360000990838-How-to-apply,360000990838
Q2M-CMPR1000M,Q²M Compound+ REDEFINED,Q²M Collection,Nasıl uygulanır?,"Tercih ettiğiniz mekanik polisaj makinesi ile kullanımı önerilir. El kullanımı mümkündür, ancak düşük verimliliği nedeniyle önerilmez.",How to apply ?,"Recommended use with a mechanical polishing machine of your choice. Hand use possible, although not recommended due to low efficiency.",https://gyeon.zendesk.com/hc/en-us/articles/360000989598-How-to-apply,360000989598
Q2M-PYA4000M,Q²M Prep,Q²M Collection,Nasıl kullanılır?,Q²M PolishWipe üzerine sıkın — bölgeden bölgeye çalışın.,How to use it ?,Spray onto a Q²M PolishWipe - work section by section.,https://gyeon.zendesk.com/hc/en-us/articles/360000962017-How-to-use-it,360000962017
