target_sku,section_name,category_name,question_tr,answer_tr,question_en,answer_en,url,article_id
Q2-PLE50M,Q² Pure EVO,Q² Collection,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç.",Can it be applied on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000903638-Can-it-be-applied-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000903638
Q2-OLE100M,Q² One EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,"Evet, ancak tek katta tam fonksiyonel olarak tasarlanmıştır.",Can I apply multiple layers? ,"Yes, although it's designed to be fully functional with just one layer.",https://gyeon.zendesk.com/hc/en-us/articles/360000902758-Can-I-apply-multiple-layers,360000902758
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² CanCoat Pro EVO uygulamasını bitirdiğinizde araç 12 saat stüdyoda kalmalıdır. Sonraki 7 gün boyunca kimyasallar/deterjanlarla teması önleyin.,How long does the product need to dry/cure ?,When you finish applying Q² CanCoat Pro EVO the car should remain in the studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 days.,https://gyeon.zendesk.com/hc/en-us/articles/360000901818-How-long-does-the-product-need-to-dry-cure,360000901818
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Wax üzerine uygulayabilir miyim?,"Hayır, her seramik kaplama uygulamadan önce mükemmel yüzey hazırlığı ve yağ alma gerektirir.",Can I apply it on top of a wax? ,"No, every ceramic coating requires excellent surface preparation and degreasing prior to application.",https://gyeon.zendesk.com/hc/en-us/articles/360000893977-Can-I-apply-it-on-top-of-a-wax,360000893977
Q2-QV120M,Q² QuickView,Q² Collection,Su artık akmıyor — ne yapmalıyım?,Cam yüzeyini kontaminasyon açısından kontrol edin. Çıkarmak için kil çubuğu kullanın. Camı Q²M Glass ile temizleyin.,Water does not run off anymore - what to do?,Check the glass surface for contamination. Use a clay bar to remove it. Clean glass with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360015831658-Water-does-not-run-off-anymore-what-to-do,360015831658
Q2-W175G,Q² Wax,Q² Collection,Başka bir kaplamanın üzerine üst kat olarak kullanabilir miyim?,"Evet, kaliteli herhangi bir seramik kaplamanın üst katı olarak uygulanabilir. Alttaki kaplamanın kuru ve kürlenmiş olduğundan emin olun.",Can I use it as a top coat to another coating?,"Yes, it can be applied as a top coat to any high-quality ceramic coating. Make sure the coating underneath is dry and had time to cure.",https://gyeon.zendesk.com/hc/en-us/articles/360015739957-Can-I-use-it-as-a-top-coat-to-another-coating,360015739957
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 3 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 3h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360004017617-How-long-does-the-product-need-to-dry-cure,360004017617
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Üzerine silika bazlı bakım spreyi olan Q²M PPF Maintain uygulayabilirsiniz.,Can I top it off with additional coating/wax/sealant?,"You can top it with Q²M PPF Maintain, a silica maintenance spray.",https://gyeon.zendesk.com/hc/en-us/articles/360003975118-Can-I-top-it-off-with-additional-coating-wax-sealant,360003975118
Q2-TYA500M,Q² Tire,Q² Collection,Üzerine ek sealant veya dressing uygulayabilir miyim?,Evet — Q²M TireExpress kullanmanızı öneririz.,Can I top it off with additional sealants or dressings ?,Yes - We recommend the use of Q²M TireExpress.,https://gyeon.zendesk.com/hc/en-us/articles/360000941878-Can-I-top-it-off-with-additional-sealants-or-dressings,360000941878
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000933057-Can-I-top-it-off-with-additional-coating-wax-sealant,360000933057
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,"Evet, bakım amaçlı Q² LeatherCoat REDEFINED kullanmanızı öneririz.",Can I top it off with additional coating/wax/sealant?,"Yes, we recommend the use of Q² LeatherCoat REDEFINED for maintenance purpose.",https://gyeon.zendesk.com/hc/en-us/articles/360000932477-Can-I-top-it-off-with-additional-coating-wax-sealant,360000932477
Q2-AF120M,Q² AntiFog,Q² Collection,Uygulamadan sonra hâlâ camlarım buğulu — ne yapmalıyım?,"Bu, ya yanlış yüzey hazırlığı ya da Q² AntiFog uygulandıktan sonra camların cam temizleyici ile temizlenmesi nedeniyle olabilir.",I still have foggy windows even after application - What to do ?,This could happen either by wrong surface preparation or because the windows have been cleaned with a glass cleaner after Q² AntiFog has been applied.,https://gyeon.zendesk.com/hc/en-us/articles/360000932257-I-still-have-foggy-windows-even-after-application-What-to-do,360000932257
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Alcantara üzerinde kullanabilir miyim?,Evet.,Can I use it on Alcantara?,Yes,https://gyeon.zendesk.com/hc/en-us/articles/360000932057-Can-I-use-it-on-Alcantara,360000932057
Q2-VE20M,Q² View EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,Normal yıkama rutininizde herhangi bir GYEON şampuanı ve periyodik olarak Q²M Glass ile temizlik yapmanızı öneririz.,How to maintain a vehicle coated with that product ?,We recommend the use of any GYEON shampoo during your normal wash routine and periodical cleaning with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360000931297-How-to-maintain-a-vehicle-coated-with-that-product,360000931297
Q2-TRE30M,Q² Trim EVO,Q² Collection,Bu ürünle kaplı bir araç nasıl bakım görür?,Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz.,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine.,https://gyeon.zendesk.com/hc/en-us/articles/360000933018-How-to-maintain-a-vehicle-coated-with-that-product,360000933018
Q2-RE30M,Q² Rim EVO,Q² Collection,Ne kadar dayanır?,Q² Rim EVO 18 ay / 45.000 km'ye kadar dayanır.,How long will it last ?,Q² Rim EVO will last up to 18 months/45k km,https://gyeon.zendesk.com/hc/en-us/articles/360000932118-How-long-will-it-last,360000932118
Q2-BS30M,Q² Booster,Q² Collection,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,"Q² Booster yalnızca üst kattır. Sadece tam kürlenmemiş seramik bir alt kat üzerine uygulanmalıdır. Soru, alt katın uygulanmasını ifade etmelidir.",Is paint correction obligatory before applying the coating ?,Q² Booster is only and exclusively a top coat. It shall be applied only over a not fully cured ceramic base coat. The question shall refer to the application of the base coat.,https://gyeon.zendesk.com/hc/en-us/articles/360000920657-Is-paint-correction-obligatory-before-applying-the-coating,360000920657
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Sette gelen Q²M Cure ne zaman uygulanmalı?,Q²M Cure'un her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.,When should I apply the Q²M Cure included in the kit ?,We recommend the application of Q²M Cure as a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000912077-When-should-I-apply-the-Q-M-Cure-included-in-the-kit,360000912077
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Uygulamadan sonra boyam kaygan hissetmiyor — neden?,"Bu, seramik kaplamalarda doğal bir durumdur. Q²M Cure ile bir silim sorunu çözecektir.",After application my paint doesn't feel slick - why ?,It is a natural thing for ceramic coatings. A wipe with Q²M Cure will solve this issue.,https://gyeon.zendesk.com/hc/en-us/articles/360000921358-After-application-my-paint-doesn-t-feel-slick-why,360000921358
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Üst kaplama olarak kullanılabilir mi?,Hayır.,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000906538-Can-it-be-used-as-top-coating,360000906538
Q2-PLE50M,Q² Pure EVO,Q² Collection,Sette gelen Q²M CURE REDEFINED ne zaman uygulanmalı?,Q²M Cure REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.,When should I apply the Q²M CURE REDEFINED included in the kit ?,We recommend application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000897217-When-should-I-apply-the-Q-M-CURE-REDEFINED-included-in-the-kit,360000897217
Q2-OLE100M,Q² One EVO,Q² Collection,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç.",Can it be applied on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000895377-Can-it-be-applied-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000895377
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe EVO ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe EVO might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000902218-I-can-see-high-spots-why-and-what-to-do,360000902218
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,"Evet, her kat arasında en az 1 saat bekleyin.",Can I apply multiple layers? ,"Yes, wait minimum 1h between each layer.",https://gyeon.zendesk.com/hc/en-us/articles/360000893957-Can-I-apply-multiple-layers,360000893957
Q2-QV120M,Q² QuickView,Q² Collection,Uygulamadan sonra 'bulutlar' görüyorum — ne yapmalıyım?,Kaplamayı nemli bir bezle silin ve tekrar kontrol edin.,"I see ""clouds"" after the application - what to do?",Wipe the coating with a damp cloth and check again.,https://gyeon.zendesk.com/hc/en-us/articles/360015831798-I-see-clouds-after-the-application-what-to-do,360015831798
Q2-W175G,Q² Wax,Q² Collection,Üzerine ek kaplama uygulayabilir miyim?,Hayır. Ancak özelliklerini en üst düzeye çıkarmak ve uzatmak için bakım serimizdeki herhangi bir ürünü kullanabilirsiniz.,Can I top it off with an additional coating ?,No. However you can use any product of our maintenance line to maximise and extend its properties.,https://gyeon.zendesk.com/hc/en-us/articles/360015806678-Can-I-top-it-off-with-an-additional-coating,360015806678
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Bu ürün neden yalnızca Mobile Certified Detailer'lara sunuluyor?,"Bu ürün benzersizdir ve doğru uygulanması için yeterli eğitim gerektirir. Bu nedenle yalnızca seçilmiş ve onaylanmış Mobile Certified Detailer'lar erişebilir. Bu münhasırlık, Gyeon'un kalite standardına sahip olmasına ve müşteri ile detayere garanti ile destek vermesine olanak tanır.",Why this product is only available for Mobile Certified Detailers ?,"This product is unique and requires adequate training to be applied properly. Therefore, only chosen and approved Mobile Certified Detailer have access to it. This exclusivity allows Gyeon to have a quality standard and support client and detailer with a warranty.",https://gyeon.zendesk.com/hc/en-us/articles/360003985778-Why-this-product-is-only-available-for-Mobile-Certified-Detailers,360003985778
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Üst kaplama olarak kullanılabilir mi?,Hayır.,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360004004557-Can-it-be-used-as-top-coating,360004004557
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² LeatherCoat REDEFINED kullanımından sonra en az 1 saat koltukları kullanmayın.,How long does the product need to dry/cure ?,Do not use the seats for at least 1 hour after the use of Q² LeatherCoat REDEFINED.,https://gyeon.zendesk.com/hc/en-us/articles/360000941778-How-long-does-the-product-need-to-dry-cure,360000941778
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,Kaplı parçalara en az 1 saat dokunmayın. Aracı kullanımdan sonra en az 12 saat kullanmayın.,How long does the product need to dry/cure ?,Do not touch the coated parts for at least 1 hour. Do not use the vehicle for at least 12 hours after use.,https://gyeon.zendesk.com/hc/en-us/articles/360000932497-How-long-does-the-product-need-to-dry-cure,360000932497
Q2-AF120M,Q² AntiFog,Q² Collection,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır.",How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000941038-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000941038
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Süet üzerinde kullanabilir miyim?,Q²M Prep ve Q²M BaldWipe ile birden fazla kez silin ya da sıcak su ve normal şampuan kullanın. Sıcak su kalıntıları çözmeye yardımcı olur.,Can I use it on suede?,Wipe multiple time with Q²M Prep and Q²M BaldWipe or use hot water and regular shampoo. Hot water helps to dissolve the residue.,https://gyeon.zendesk.com/hc/en-us/articles/360000940858-Can-I-use-it-on-suede,360000940858
Q2-VE20M,Q² View EVO,Q² Collection,Q²M GlassPolish kullanmak zorunda mıyım?,Evet — Q²M GlassPolish mükemmel yüzey hazırlığını sağlar ve aynı zamanda bağlayıcı bir ajan olarak görev yapar.,Am I obliged to use Q²M GlassPolish ?,Yes - Q²M GlassPolish will ensure perfect surface preparation and act as a bonding agent as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000931477-Am-I-obliged-to-use-Q-M-GlassPolish,360000931477
Q2-TRE30M,Q² Trim EVO,Q² Collection,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000922957-Can-I-top-it-off-with-additional-coating-wax-sealant,360000922957
Q2-RE30M,Q² Rim EVO,Q² Collection,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir.",How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000922717-How-long-does-the-product-need-to-dry-cure,360000922717
