target_sku,section_name,category_name,question_en,answer_en,url,article_id
Q2-TYA500M,Q² Tire,Q² Collection,How long does the product need to dry/cure ?,Do not drive the car for at least 15 minutes after application.,https://gyeon.zendesk.com/hc/en-us/articles/360000941898-How-long-does-the-product-need-to-dry-cure,360000941898
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,My leather is dirty - coating doesn’t work ?,"No - The top surface of the leather will be contaminated with time, however, this contamination will be on top of the coating making the cleaning process easier",https://gyeon.zendesk.com/hc/en-us/articles/360000941818-My-leather-is-dirty-coating-doesn-t-work,360000941818
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M LeatherCleaner Natural & Q² LeatherCoat REDEFINED (available together in Q²M Leather Set),https://gyeon.zendesk.com/hc/en-us/articles/360000932517-How-to-maintain-a-vehicle-coated-with-that-product,360000932517
Q2-AF120M,Q² AntiFog,Q² Collection,Can it be removed?,"Yes, with the use of any glass cleaner",https://gyeon.zendesk.com/hc/en-us/articles/360000941078-Can-it-be-removed,360000941078
Q2-FCNA400M,Q² FabricCoat,Q² Collection,How to maintain a vehicle coated with that product ?,"Use only regular, ph-neutral shampoos. Do not use textile specific cleaners unless you intend to recoat.",https://gyeon.zendesk.com/hc/en-us/articles/360000940798-How-to-maintain-a-vehicle-coated-with-that-product,360000940798
Q2-VE20M,Q² View EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000931277-Can-I-top-it-off-with-additional-coating-wax-sealant,360000931277
Q2-TRE30M,Q² Trim EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad and is possible only on glossy panels.,https://gyeon.zendesk.com/hc/en-us/articles/360000922997-Can-it-be-removed,360000922997
Q2-RE30M,Q² Rim EVO,Q² Collection,How to maintain a vehicle coated with that product ?,Proceed with your standard wheel cleaning procedure. Avoid the use of highly acidic cleaners. Specific products such as Q²M Iron WheelCleaner REDEFINED and Q²M TireCleaner can be used with no risk of damaging the coating. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000932238-How-to-maintain-a-vehicle-coated-with-that-product,360000932238
Q2-BS30M,Q² Booster,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000920617-Can-it-be-removed,360000920617
Q2-SLE50M,Q² Syncro EVO,Q² Collection,When to apply Q² Skin EVO ?,Q² Skin EVO should be applied 1 hours minimum after the last coat of Q² Mohs EVO.,https://gyeon.zendesk.com/hc/en-us/articles/360000922078-When-to-apply-Q-Skin-EVO,360000922078
Q2-MLE100M,Q² Mohs EVO,Q² Collection,When should I apply the Q²M Cure REDEFINED included in the kit ?,We recommend the application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000910757-When-should-I-apply-the-Q-M-Cure-REDEFINED-included-in-the-kit,360000910757
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Can it be removed?,No. However it will naturally diminish with time due to chemical and UV exposure.,https://gyeon.zendesk.com/hc/en-us/articles/360000899697-Can-it-be-removed,360000899697
Q2-PLE50M,Q² Pure EVO,Q² Collection,Can it be applied on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000903638-Can-it-be-applied-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000903638
Q2-OLE100M,Q² One EVO,Q² Collection,Can I apply multiple layers? ,"Yes, although it's designed to be fully functional with just one layer.",https://gyeon.zendesk.com/hc/en-us/articles/360000902758-Can-I-apply-multiple-layers,360000902758
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,How long does the product need to dry/cure ?,When you finish applying Q² CanCoat Pro EVO the car should remain in the studio for 12 hours. Any contact with chemicals/detergents shall be avoided for the next 7 days.,https://gyeon.zendesk.com/hc/en-us/articles/360000901818-How-long-does-the-product-need-to-dry-cure,360000901818
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can I apply it on top of a wax? ,"No, every ceramic coating requires excellent surface preparation and degreasing prior to application.",https://gyeon.zendesk.com/hc/en-us/articles/360000893977-Can-I-apply-it-on-top-of-a-wax,360000893977
Q2-QV120M,Q² QuickView,Q² Collection,Water does not run off anymore - what to do?,Check the glass surface for contamination. Use a clay bar to remove it. Clean glass with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360015831658-Water-does-not-run-off-anymore-what-to-do,360015831658
Q2-W175G,Q² Wax,Q² Collection,Can I use it as a top coat to another coating?,"Yes, it can be applied as a top coat to any high-quality ceramic coating. Make sure the coating underneath is dry and had time to cure.",https://gyeon.zendesk.com/hc/en-us/articles/360015739957-Can-I-use-it-as-a-top-coat-to-another-coating,360015739957
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 3h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360004017617-How-long-does-the-product-need-to-dry-cure,360004017617
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,"You can top it with Q²M PPF Maintain, a silica maintenance spray.",https://gyeon.zendesk.com/hc/en-us/articles/360003975118-Can-I-top-it-off-with-additional-coating-wax-sealant,360003975118
Q2-TYA500M,Q² Tire,Q² Collection,Can I top it off with additional sealants or dressings ?,Yes - We recommend the use of Q²M TireExpress.,https://gyeon.zendesk.com/hc/en-us/articles/360000941878-Can-I-top-it-off-with-additional-sealants-or-dressings,360000941878
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000933057-Can-I-top-it-off-with-additional-coating-wax-sealant,360000933057
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,"Yes, we recommend the use of Q² LeatherCoat REDEFINED for maintenance purpose.",https://gyeon.zendesk.com/hc/en-us/articles/360000932477-Can-I-top-it-off-with-additional-coating-wax-sealant,360000932477
Q2-AF120M,Q² AntiFog,Q² Collection,I still have foggy windows even after application - What to do ?,This could happen either by wrong surface preparation or because the windows have been cleaned with a glass cleaner after Q² AntiFog has been applied.,https://gyeon.zendesk.com/hc/en-us/articles/360000932257-I-still-have-foggy-windows-even-after-application-What-to-do,360000932257
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Can I use it on Alcantara?,Yes,https://gyeon.zendesk.com/hc/en-us/articles/360000932057-Can-I-use-it-on-Alcantara,360000932057
Q2-VE20M,Q² View EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of any GYEON shampoo during your normal wash routine and periodical cleaning with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360000931297-How-to-maintain-a-vehicle-coated-with-that-product,360000931297
Q2-TRE30M,Q² Trim EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine.,https://gyeon.zendesk.com/hc/en-us/articles/360000933018-How-to-maintain-a-vehicle-coated-with-that-product,360000933018
Q2-RE30M,Q² Rim EVO,Q² Collection,How long will it last ?,Q² Rim EVO will last up to 18 months/45k km,https://gyeon.zendesk.com/hc/en-us/articles/360000932118-How-long-will-it-last,360000932118
Q2-BS30M,Q² Booster,Q² Collection,Is paint correction obligatory before applying the coating ?,Q² Booster is only and exclusively a top coat. It shall be applied only over a not fully cured ceramic base coat. The question shall refer to the application of the base coat.,https://gyeon.zendesk.com/hc/en-us/articles/360000920657-Is-paint-correction-obligatory-before-applying-the-coating,360000920657
Q2-SLE50M,Q² Syncro EVO,Q² Collection,When should I apply the Q²M Cure included in the kit ?,We recommend the application of Q²M Cure as a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000912077-When-should-I-apply-the-Q-M-Cure-included-in-the-kit,360000912077
Q2-MLE100M,Q² Mohs EVO,Q² Collection,After application my paint doesn't feel slick - why ?,It is a natural thing for ceramic coatings. A wipe with Q²M Cure will solve this issue.,https://gyeon.zendesk.com/hc/en-us/articles/360000921358-After-application-my-paint-doesn-t-feel-slick-why,360000921358
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000906538-Can-it-be-used-as-top-coating,360000906538
Q2-PLE50M,Q² Pure EVO,Q² Collection,When should I apply the Q²M CURE REDEFINED included in the kit ?,We recommend application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000897217-When-should-I-apply-the-Q-M-CURE-REDEFINED-included-in-the-kit,360000897217
Q2-OLE100M,Q² One EVO,Q² Collection,Can it be applied on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000895377-Can-it-be-applied-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000895377
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe EVO might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000902218-I-can-see-high-spots-why-and-what-to-do,360000902218
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can I apply multiple layers? ,"Yes, wait minimum 1h between each layer.",https://gyeon.zendesk.com/hc/en-us/articles/360000893957-Can-I-apply-multiple-layers,360000893957
Q2-QV120M,Q² QuickView,Q² Collection,"I see ""clouds"" after the application - what to do?",Wipe the coating with a damp cloth and check again.,https://gyeon.zendesk.com/hc/en-us/articles/360015831798-I-see-clouds-after-the-application-what-to-do,360015831798
Q2-W175G,Q² Wax,Q² Collection,Can I top it off with an additional coating ?,No. However you can use any product of our maintenance line to maximise and extend its properties.,https://gyeon.zendesk.com/hc/en-us/articles/360015806678-Can-I-top-it-off-with-an-additional-coating,360015806678
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Why this product is only available for Mobile Certified Detailers ?,"This product is unique and requires adequate training to be applied properly. Therefore, only chosen and approved Mobile Certified Detailer have access to it. This exclusivity allows Gyeon to have a quality standard and support client and detailer with a warranty.",https://gyeon.zendesk.com/hc/en-us/articles/360003985778-Why-this-product-is-only-available-for-Mobile-Certified-Detailers,360003985778
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360004004557-Can-it-be-used-as-top-coating,360004004557
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,How long does the product need to dry/cure ?,Do not use the seats for at least 1 hour after the use of Q² LeatherCoat REDEFINED.,https://gyeon.zendesk.com/hc/en-us/articles/360000941778-How-long-does-the-product-need-to-dry-cure,360000941778
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How long does the product need to dry/cure ?,Do not touch the coated parts for at least 1 hour. Do not use the vehicle for at least 12 hours after use.,https://gyeon.zendesk.com/hc/en-us/articles/360000932497-How-long-does-the-product-need-to-dry-cure,360000932497
Q2-AF120M,Q² AntiFog,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000941038-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000941038
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Can I use it on suede?,Wipe multiple time with Q²M Prep and Q²M BaldWipe or use hot water and regular shampoo. Hot water helps to dissolve the residue.,https://gyeon.zendesk.com/hc/en-us/articles/360000940858-Can-I-use-it-on-suede,360000940858
Q2-VE20M,Q² View EVO,Q² Collection,Am I obliged to use Q²M GlassPolish ?,Yes - Q²M GlassPolish will ensure perfect surface preparation and act as a bonding agent as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000931477-Am-I-obliged-to-use-Q-M-GlassPolish,360000931477
Q2-TRE30M,Q² Trim EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000922957-Can-I-top-it-off-with-additional-coating-wax-sealant,360000922957
Q2-RE30M,Q² Rim EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000922717-How-long-does-the-product-need-to-dry-cure,360000922717
Q2-BS30M,Q² Booster,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000920597-How-to-maintain-a-vehicle-coated-with-that-product,360000920597
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can it be used as a top coating ?,"No, it is a stand-alone coating system.",https://gyeon.zendesk.com/hc/en-us/articles/360000921738-Can-it-be-used-as-a-top-coating,360000921738
Q2-MLE100M,Q² Mohs EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher.",https://gyeon.zendesk.com/hc/en-us/articles/360000921218-I-can-see-high-spots-why-and-what-to-do,360000921218
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,Yes - we recommend the use of Q²M Matte.,https://gyeon.zendesk.com/hc/en-us/articles/360000906518-Can-I-top-it-off-with-additional-coating-wax-sealant,360000906518
Q2-PLE50M,Q² Pure EVO,Q² Collection,After application my paint doesn't feel slick - why ?,It is a natural thing for ceramic coatings. A wipe with Q²M Cure will solve this issue.,https://gyeon.zendesk.com/hc/en-us/articles/360000904378-After-application-my-paint-doesn-t-feel-slick-why,360000904378
Q2-OLE100M,Q² One EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,"Yes, we recommend Q² CanCoat EVO or Q² Wax as a top-up product.",https://gyeon.zendesk.com/hc/en-us/articles/360000895417-Can-I-top-it-off-with-additional-coating-wax-sealant,360000895417
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,"Nothing can entirely prevent water marks. They can happen on bare, waxed and coated paint as well. Bird residue is one of the harshest and most damaging substance known. A coating will provide you with the time necessary to remove the contamination without etching. However, once you leave it on a hot summer day for many hours, not even a coating will prevent damage entirely.",https://gyeon.zendesk.com/hc/en-us/articles/360000902118-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000902118
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Can it be applied on a wet surface ?,"No, only on well prepared, decontaminated and degreased with Q²M Prep surfaces or on top of another ceramic coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000901498-Can-it-be-applied-on-a-wet-surface,360000901498
Q2-QV120M,Q² QuickView,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of any Gyeon shampoo during your normal wash routine and periodical cleaning with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360015761557-How-to-maintain-a-vehicle-coated-with-that-product,360015761557
Q2-W175G,Q² Wax,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,"Nothing can entirely prevent water marks. They can happen on bare, waxed and coated paint as well. Bird residue is one of the harshest and most damaging substance known. A coating will provide you with the time necessary to remove the contamination without etching. However, once you leave it on a hot summer day for many hours, not even a coating will prevent damage entirely.",https://gyeon.zendesk.com/hc/en-us/articles/360015822298-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360015822298
Q2-PPFE50M,Q² PPF EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 24h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360004004677-How-long-does-the-product-need-to-dry-cure,360004004677
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Will it work on my shoes?,"Depending on the material used by the manufacturer it will work extremely well on shoes & various accessories - however, some non-car related textiles due to their chemical treatment might react differently and that must be experienced on your own risk.",https://gyeon.zendesk.com/hc/en-us/articles/360002276598-Will-it-work-on-my-shoes,360002276598
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,I can see high spots - why (and what to do) ?,Re-apply a small amount of product to the affected area. If necessary clean leather and reapply the coating.,https://gyeon.zendesk.com/hc/en-us/articles/360000933137-I-can-see-high-spots-why-and-what-to-do,360000933137
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,I can spot sudges after the application - what to do?,Re-apply a small amount of product to the affected area. If necessary clean leather and reapply the coating,https://gyeon.zendesk.com/hc/en-us/articles/360000941318-I-can-spot-sudges-after-the-application-what-to-do,360000941318
Q2-VE20M,Q² View EVO,Q² Collection,"I see ""clouds"" after the application - what to do? ",Wipe the coating with a damp cloth and check again.,https://gyeon.zendesk.com/hc/en-us/articles/360000940518-I-see-clouds-after-the-application-what-to-do,360000940518
Q2-TRE30M,Q² Trim EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help.",https://gyeon.zendesk.com/hc/en-us/articles/360000933158-I-can-see-high-spots-why-and-what-to-do,360000933158
Q2-RE30M,Q² Rim EVO,Q² Collection,I can see high spots - why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe EVO might help.",https://gyeon.zendesk.com/hc/en-us/articles/360000922777-I-can-see-high-spots-why-and-what-to-do,360000922777
Q2-BS30M,Q² Booster,Q² Collection,Can it be used as top coat ?,"Yes, it's the only function of this product. Q² Booster is not a stand-alone coating.",https://gyeon.zendesk.com/hc/en-us/articles/360000930338-Can-it-be-used-as-top-coat,360000930338
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can I apply multiple layers? ,Yes - The Q² Mohs EVO base requires 1 layer (2 are optional and allowed) and the Q² Skin top coat can be layered as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000911657-Can-I-apply-multiple-layers,360000911657
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,No - however surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000910737-Is-paint-correction-obligatory-before-applying-the-coating,360000910737
Q2-MTEL50M,Q² Matte EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000906578-How-to-maintain-a-vehicle-coated-with-that-product,360000906578
Q2-PLE50M,Q² Pure EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,No - However surface preparation (decontamination and degreasing) are crucial. Follow the user manual for more product specific details.,https://gyeon.zendesk.com/hc/en-us/articles/360000903838-Is-paint-correction-obligatory-before-applying-the-coating,360000903838
Q2-OLE100M,Q² One EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000902818-Can-it-be-used-as-top-coating,360000902818
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Will Q² CanCoat Pro EVO alter the finish of my paintwork?,"It will provide gloss and visual slickness, a typical ""glass-like-gloss"". You will benefit from enhanced colour and depth as well.",https://gyeon.zendesk.com/hc/en-us/articles/360000894977-Will-Q-CanCoat-Pro-EVO-alter-the-finish-of-my-paintwork,360000894977
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Will Q² CanCoat EVO alter the finish of my paintwork?,"It will provide gloss and visual slickness, a typical ""glass-like-gloss"". You will benefit from enhanced colour and depth as well.",https://gyeon.zendesk.com/hc/en-us/articles/360000901638-Will-Q-CanCoat-EVO-alter-the-finish-of-my-paintwork,360000901638
Q2-QV120M,Q² QuickView,Q² Collection,Can I top it off with additional coating/wax/sealant?,No,https://gyeon.zendesk.com/hc/en-us/articles/360015829718-Can-I-top-it-off-with-additional-coating-wax-sealant,360015829718
Q2-W175G,Q² Wax,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure, Q²M Ceramic Detailer or Q²M Wetcoat during your normal wash routine. If the properties of the Q² Wax start to diminish - wash your car with Q²M Restart Wash and re-apply a layer over it.",https://gyeon.zendesk.com/hc/en-us/articles/360015806958-How-to-maintain-a-vehicle-coated-with-that-product,360015806958
Q2-PPFE50M,Q² PPF EVO,Q² Collection,I can see high spots - Why (and what to do) ?,"Right after the application, multiple wipes with Q²M Prep & Q²M Polishwipe might help. On the next day, you will have to use a machine polisher. However, the removal is possible only on glossy PPF or wrap.",https://gyeon.zendesk.com/hc/en-us/articles/360003977838-I-can-see-high-spots-Why-and-what-to-do,360003977838
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,How to maintain a vehicle upholstery coated with that product ?,We recommend the use of Q²M LeatherCleaner Natural (available together in Q²M Leather Set),https://gyeon.zendesk.com/hc/en-us/articles/360000933097-How-to-maintain-a-vehicle-upholstery-coated-with-that-product,360000933097
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,My leather got dirty - does the coating not work ?,"No. The top surface of the leather will be contaminated over time, however, this contamination will be stuck on top of the coating",https://gyeon.zendesk.com/hc/en-us/articles/360000941298-My-leather-got-dirty-does-the-coating-not-work,360000941298
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Water does not bead anymore – what to do ?,"Beading is not the only factor to judge protection. Even if Q² FabricCoat does not bead, it will protect the surface against UV rays and colour change.",https://gyeon.zendesk.com/hc/en-us/articles/360000940838-Water-does-not-bead-anymore-what-to-do,360000940838
Q2-VE20M,Q² View EVO,Q² Collection,Water does not run off anymore - what to do ?,Check the glass surface for contamination. Use a clay bar to remove it. Clean glass with Q²M Glass.,https://gyeon.zendesk.com/hc/en-us/articles/360000940458-Water-does-not-run-off-anymore-what-to-do,360000940458
Q2-TRE30M,Q² Trim EVO,Q² Collection,"The beading is gone, what to do ?","Most of all - do not worry. Water repellency is not the only indicator of the coatings presence. Decontaminate the surface and check repellency. If it's gone, but the intensity of the colour is still on the required level, you may leave the coated panel for another period of time. In any other case - recoat the panel.",https://gyeon.zendesk.com/hc/en-us/articles/360000933038-The-beading-is-gone-what-to-do,360000933038
Q2-RE30M,Q² Rim EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron REDEFINED & Q²M Tar REDEFINED after a complete maintenance wash. Use Q²M WetCoat or Q²M Cure REDEFINED to restore repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000932278-The-beading-is-gone-what-to-do,360000932278
Q2-BS30M,Q² Booster,Q² Collection,Can I top it off with additional coating ?,No,https://gyeon.zendesk.com/hc/en-us/articles/360000920557-Can-I-top-it-off-with-additional-coating,360000920557
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can it be apply on PPF/Matte Paint/Vinyl/Carbon Fiber ?,"Yes, except for matte finished surfaces.",https://gyeon.zendesk.com/hc/en-us/articles/360000921678-Can-it-be-apply-on-PPF-Matte-Paint-Vinyl-Carbon-Fiber,360000921678
Q2-MLE100M,Q² Mohs EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron REDEFINED & Q²M Tar REDEFINED after a complete maintenance wash. Use Q²M Cure REDEFINED or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000920918-The-beading-is-gone-what-to-do,360000920918
Q2-MTEL50M,Q² Matte EVO,Q² Collection,I can see high spots – What I did wrong ? What to do now ?,Multiples wipe with Q²M Prep & Q²M Polishwipe shall solve the issue once spotted in time. Please be very careful with matte finished paints - you have only one chance to apply to product correctly.,https://gyeon.zendesk.com/hc/en-us/articles/360000899877-I-can-see-high-spots-What-I-did-wrong-What-to-do-now,360000899877
Q2-PLE50M,Q² Pure EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000903738-Can-it-be-used-as-top-coating,360000903738
Q2-OLE100M,Q² One EVO,Q² Collection,How to maintain a vehicle coated with that product ?,"We recommend the use of Q²M Bathe+, Q²M Cure or Q²M Wetcoat during your normal wash routine. The coating is designed to resist chemicals with a Ph. within 2 to 11, so a wide variety of specifics is allowed during daily maintenance.",https://gyeon.zendesk.com/hc/en-us/articles/360000895457-How-to-maintain-a-vehicle-coated-with-that-product,360000895457
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000894797-Can-it-be-removed,360000894797
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Will it prevent water marks or bird droppings damaging paint ?,"Nothing can entirely prevent water marks. They can happen on bare, waxed and coated paint as well. Bird residue is one of the harshest and most damaging substance known. A coating will provide you with the time necessary to remove the contamination without etching. However, once you leave it on a hot summer day for many hours, not even a coating will prevent damage entirely.",https://gyeon.zendesk.com/hc/en-us/articles/360000894137-Will-it-prevent-water-marks-or-bird-droppings-damaging-paint,360000894137
Q2-QV120M,Q² QuickView,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360015827998-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360015827998
Q2-W175G,Q² Wax,Q² Collection,Will Q² Wax alter the finish of my paintwork?,"It will provide gloss and visual slickness, a typical ""glass-like-gloss"". You will benefit from enhanced colour and depth as well.",https://gyeon.zendesk.com/hc/en-us/articles/360015822338-Will-Q-Wax-alter-the-finish-of-my-paintwork,360015822338
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Is paint correction obligatory before applying the coating ?,"No - however surface preparation (decontamination and degreasing) are crucial.

Follow the user manual for more product-specific details.",https://gyeon.zendesk.com/hc/en-us/articles/360003977658-Is-paint-correction-obligatory-before-applying-the-coating,360003977658
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000941238-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000941238
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Can it be removed?,Only with the use of a textile cleaner and with the use of an extraction vacuum cleaner.,https://gyeon.zendesk.com/hc/en-us/articles/360000940818-Can-it-be-removed,360000940818
Q2-VE20M,Q² View EVO,Q² Collection,Can it be removed?,Yes - it will require the use of Q²M Glass Polish included in the product package.,https://gyeon.zendesk.com/hc/en-us/articles/360000931317-Can-it-be-removed,360000931317
Q2-TRE30M,Q² Trim EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000932918-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000932918
