sku,barcode,product_name,brand,price,image_url,main_cat,sub_cat,sub_cat2,target_surface,template_group,template_sub_type,url
Q2-MLE50M,8809432672579,GYEON Q Mohs EVO Light Box Seramik Kaplama - 50 ml - 9H Oto Boya Koruma-Su İtici,GYEON,5100,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-MLE50M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, vernik, metalik ve özel renkler, jant ve plastik",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-mohs-evo-light-box-seramik-kaplama-50-ml
Q2-PLE50M,8809432672517,GYEON Q Pure EVO Light Box Seramik Kaplama - 50ml - 9H Oto Boya Koruma-Su İtici,GYEON,5100,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-PLE50M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, günlük binek, SUV, koleksiyon otomobilleri ve fuar araçları",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-pure-evo-light-box-seramik-kaplama-50ml
Q2-SLE50M,8809432672623,GYEON Q Syncro EVO Light Box Çift Katman Seramik Kaplama - 50 ml + 50 ml - 9H Oto Boya Koruma,GYEON,7250,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-SLE50M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Günlük binek, SUV, ticari araç boyaları, fuar araçları, açık otoparktaki UV maruziyetli araçlar",ceramic_coating,paint_coating_kit,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-syncro-evo-light-box-cift-katman-seramik-kaplama-50-ml-50-ml
Q2-MTEL50M,8809432672647,GYEON Q Matte EVO Light Box Mat Boyalı/PPF Kaplama Araçlara Özel Seramik Kaplama - 50 ml,GYEON,4400,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-MTEL50M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Mat boyalı binek ve SUV'lar, mat veya satensi PPF/vinil wrap'ler, karbonfiber ve satin metal aksanlar",ceramic_coating,matte_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-matte-evo-light-box-mat-boyali-araclara-ozel-seramik-kaplama-50-ml
Q2-CCE200M,8809432670278,GYEON Q CanCoat EVO Hidrofobik Nano Seramik Kaplama Seti - 200 ml - 9H Oto Boya Koruma-Su İtici,GYEON,2450,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-CCE200M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Boya, PPF, vinil wrap, jantlar, egzoz uçları, parlak ve mat plastik trimler",ceramic_coating,spray_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-cancoat-evo-hidrofobik-nano-seramik-kaplama-seti-200-ml
MXP-DPCN50KS,8683489680912,MTS KİMYA MX-PRO DIAMOND Plus Seramik Kaplama 50ml – Kutu Set,MX-PRO,3400,https://mgpolishing.com/wp-content/uploads/2025/11/MXP-DPCN50KS_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, jantlar, farlar, plastik trimler, krom aksamlar, egzoz uçları",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-mts-kimya-mx-pro-diamond-plus-seramik-kaplama-50ml-kutu-set
MXP-HC30KS,8683489680905,MTS KİMYA MX-PRO HYDRO Seramik Kaplama 30ml – Kutu Set,MX-PRO,1700,https://mgpolishing.com/wp-content/uploads/2025/11/MXP-HC30KS_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, vernik, parlak ve mat boyalar",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-mts-kimya-mx-pro-hydro-seramik-kaplama-30ml-kutu-set
MXP-CCN50KS,8683489680929,MTS KİMYA MX-PRO CRYSTAL Seramik Kaplama 50ml – Kutu Set,MX-PRO,2500,https://mgpolishing.com/wp-content/uploads/2025/11/MXP-CCN50KS_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, vernik",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-mts-kimya-mx-pro-crystal-seramik-kaplama-50ml-kutu-set
700405,8027486808922,INNOVACAR SINH HYBRID Tek Adım Hidrofobik Seramik Kaplama 30ml – Kutu Set,INNOVACAR,6000,https://mgpolishing.com/wp-content/uploads/2025/11/700405_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Kaporta, jant, cam, plastik, PPF, mat boya, motosiklet, bisiklet, tekne",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-innovacar-sinh-hybrid-tek-adim-hidrofobik-seramik-kaplama-30ml-kutu-set
Q2-RE30M,8683492661007,GYEON Q Rim EVO Jantlara Özel Koruyucu Seramik Kaplama - 30 ml,GYEON,2500,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-RE30M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Jant Seramiği,"Yaş boyalı, toz boyalı, anodize ve cilalı jantlar; egzoz uçları; kaliperler",ceramic_coating,wheel_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/jant-seramigi/prd-gyeon-q-rim-evo-jantlara-ozel-koruyucu-seramik-kaplama-30-ml
Q2-TRE30M,8683492660994,GYEON Q Trim EVO Plastik Koruyucu Ve Solmuş Plastik Yenileyici Seramik Kaplama - 30ml,GYEON,2450,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-TRE30M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Plastik Seramiği,"Solmuş kapı çıtaları, piyano-black direkler, far/stop kapakları, motor plastikleri, çamurluk dodikleri",ceramic_coating,trim_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/plastik-seramigi/prd-gyeon-q-trim-evo-plastik-koruyucu-ve-solmus-plastik-yenileyici-seramik-kaplama-30ml
Q2-LSE50M,8809432677574,GYEON Q Leather Shield EVO Deri Aksamlar İçin Koruyucu Seramik Kaplama - 50 ml,GYEON,2550,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-LSE50M_0.jpg,İÇ YÜZEY,Deri Temizlik ve Bakım Ürünleri,Seramik Bazlı Koruyucular,"Nappa, yarı anilin, kaplamalı deri koltuklarda; direksiyon ve kapı döşemelerinde",ceramic_coating,leather_coating,https://mtskimya.com/ic-yuzey/deri-temizlik-ve-bakim-urunleri/seramik-bazli-koruyucular/prd-gyeon-q-leather-shield-evo-deri-aksamlar-icin-koruyucu-seramik-kaplama-50-ml
Q2-VE20M,8683492661014,GYEON Q View EVO Cam Su İtici Yağmur Kaydırıcı Seramik Kaplama - 20 ml,GYEON,1900,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-VE20M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Cam Seramiği,"Ön, yan ve arka camlar; yan aynalar; motosiklet kask vizörü (polikarbonat test edilmeli)",ceramic_coating,glass_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/cam-seramigi/prd-gyeon-q-view-evo-cam-su-itici-yagmur-kaydirici-seramik-kaplama-20-ml
79296,8027486798179,INNOVACAR SC3 GLASS SEALANT Cam Su İtici Yağmur Kaydırıcı Nano Kaplama - 100 ml,INNOVACAR,830,https://mgpolishing.com/wp-content/uploads/2025/11/79296_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Cam Seramiği,"Ön, yan, arka camlar; yan aynalar; panoramik cam tavan; far camları; duş kabinleri, balkon camları",ceramic_coating,glass_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/cam-seramigi/prd-innovacar-sc3-glass-sealant-cam-su-itici-yagmur-kaydirici-nano-kaplama-100-ml
Q2-PPFE50M,8809432670605,GYEON Q PPF EVO Folyolara Özel Seramik Kaplama - 50 ml - Araç PPF Kaplama Koruma,GYEON,4200,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-PPFE50M_0.jpg,DIŞ YÜZEY,PPF Kaplama Ürünleri,PPF Seramiği,"Parlak PPF, mat PPF, satensi PPF, self-healing filmler, vinil wrap, renkli folyolar",ceramic_coating,ppf_coating,https://mtskimya.com/dis-yuzey/ppf-kaplama-urunleri/ppf-seramigi/prd-gyeon-q-ppf-folyolara-ozel-seramik-kaplama-50-ml
Q2-FCNA400M,8683492661137,GYEON Q FabricCoat Araç Kumaş Koltuk Tente Koruyucu - 400 ml - Seramik Bazlı Nano Su İtici,GYEON,2800,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-FCNA400M_0.jpg,İÇ YÜZEY,Detaylı Temizlik ve Bakım Ürünleri,Kumaş Koruyucular,"Kumaş koltuk, arka sıra minderi, zemin paspası, bagaj halısı, tavan döşemesi, kapı içi tekstil paneli, cabrio tente",ceramic_coating,fabric_coating,https://mtskimya.com/ic-yuzey/detayli-temizlik-ve-bakim-urunleri/kumas-koruyucular/prd-gyeon-q-fabriccoat-arac-kumas-koltuk-tente-koruyucu-400-ml-seramik-bazli-nano-su-itici
79299,8027486798209,INNOVACAR SC4 TEX COAT Kumaş Ve Deri Hidrofobik Koruyucu - 500 ml,INNOVACAR,1050,https://mgpolishing.com/wp-content/uploads/2025/11/FRA_BER_SC4_TEX_COAT_500ML_0.jpg,İÇ YÜZEY,Detaylı Temizlik ve Bakım Ürünleri,Kumaş Koruyucular,"Kumaş döşemeler, halılar, tavan kaplaması, deri koltuklar, direksiyon, kapı içleri, kabrio tenteleri",ceramic_coating,fabric_coating,https://mtskimya.com/ic-yuzey/detayli-temizlik-ve-bakim-urunleri/kumas-koruyucular/prd-innovacar-sc4-tex-coat-kumas-ve-deri-hidrofobik-koruyucu-500-ml
Q2-TYA500M,8809973751559,GYEON Q Tire Lastik Parlatıcı Ve Koruyucu Jel - 500 ml -Seramik Bazlı Lastik Teker Cilası,GYEON,1050,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-TYA500M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Lastik Seramiği,"Otomobil, SUV ve hafif ticari lastik yanakları, motorsport lastikleri, lastik yazıları ve logoları",ceramic_coating,tire_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/lastik-seramigi/prd-gyeon-q-tire-lastik-parlatici-ve-koruyucu-jel-500-ml-seramik-bazli-lastik-teker-cilasi
Q2-AF120M,8809432671503,GYEON Q AntiFog Cam Buğu Önleyici Kaplama Seti - 120 ml,GYEON,570,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-AF120M_0.jpg,DIŞ YÜZEY,Yüzey Hazırlık ve Temizleyiciler,Cam Temizleyici ve Koruyucular,"Ön/arka ve yan cam iç yüzeyleri, fabrika tonlu veya film kaplı camlar, motosiklet kask vizörleri, plexi rüzgârlıklar",ceramic_coating,glass_coating,https://mtskimya.com/dis-yuzey/yuzey-hazirlik-ve-temizleyiciler/cam-temizleyici-ve-koruyucular/prd-gyeon-q-antifog-cam-bugu-onleyici-kaplama-seti-120-ml
Q2-BS30M,8809432672609,GYEON Q Booster Seramik Yenileyici Hidrofobik Kaplama - 30 ml,GYEON,3750,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-BS30M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Taze uygulanmış Q² One/Pure/Mohs kaplamaları, beading gücünü yitiren filo araçları, metal detaylar, krom çıtalar, jantlar",ceramic_coating,top_coat,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-booster-seramik-yenileyici-hidrofobik-kaplama-30-ml
Q2-PC100M,8809973750354,GYEON Q PurifyCoat Antibakteriyel Yüzey Koruma Seramik Kaplama - 100 ml -12 Ay Dayanım,GYEON,1800,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-PC100M_0.jpg,İÇ YÜZEY,Detaylı Temizlik ve Bakım Ürünleri,Kumaş Koruyucular,"Araç içi plastik, vinil, piyano black trim, nappa/sentetik deri koltuk, direksiyon, kumaş koltuk, paspas, bagaj halısı",ceramic_coating,interior_coating,https://mtskimya.com/ic-yuzey/detayli-temizlik-ve-bakim-urunleri/kumas-koruyucular/prd-gyeon-q-purifycoat-antibakteriyel-yuzey-koruma-seramik-kaplama-100-ml-12-ay-dayanim
Q2-OLE30M,8809432672449,GYEON Q One EVO Light Box Araç Seramik Kaplama - 30 ml - 9H Oto Boya Koruma-Su İtici,GYEON,1950,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-OLE30M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Otomotiv tüm boyalı yüzeyler, motosiklet ve bisiklet çerçeveleri, cam ve parlak plastik aksesuarlar",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-one-evo-light-box-arac-seramik-kaplama-30-ml-9h-oto-boya-koruma-su-itici
Q2-MLE30M,8809432672562,GYEON Q Mohs EVO Light Box Seramik Kaplama - 30 ml - 9H Oto Boya Koruma-Su İtici,GYEON,3450,https://mgpolishing.com/wp-content/uploads/2025/08/Q2-MLE30M_1.webp,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Premium araç boyaları, günlük sürücüler, filo ve lüks araçlar, metalik ve özel renkler",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-mohs-evo-light-box-seramik-kaplama-30-ml-9h-oto-boya-koruma-su-itici
Q2-MLE100M,8809432672586,GYEON Q Mohs EVO Light Box Seramik Kaplama - 100 ml - 9H Oto Boya Koruma-Su İtici,GYEON,8600,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-MLE100M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Premium araç boyaları, günlük sürücüler, filo ve lüks araçlar, metalik ve özel renkler",ceramic_coating,paint_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-mohs-evo-light-box-seramik-kaplama-100-ml
Q2-SLE30M,8809432672616,GYEON Q Syncro EVO Light Box Çift Katman Seramik Kaplama - 30 ml + 30 ml - 9H Oto Boya Koruma,GYEON,4800,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-SLE30M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Günlük binek, SUV ve ticari araç boyaları, showroom otomobilleri, UV'ye maruz kalan açık otopark araçları",ceramic_coating,paint_coating_kit,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-syncro-evo-light-box-cift-katman-seramik-kaplama-30-ml-30-ml
Q2M-PYA4000M,8683492661366,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,GYEON,3200,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-PYA4000M_0.jpg,DIŞ YÜZEY,Yüzey Hazırlık ve Temizleyiciler,Boyalı Yüzey Temizleyiciler,"Boya, cam, plastik, jant, metal, PPF - tüm dış/iç paneller",contaminant_solvers,single_layer_coating,https://mtskimya.com/dis-yuzey/yuzey-hazirlik-ve-temizleyiciler/boyali-yuzey-temizleyiciler/prd-gyeon-q-m-prep-seramik-ppf-folyo-kaplama-oncesi-yuzey-hazirlayici-ve-temizleyici-4000-ml
Q2-OLE100M,8809432672463,GYEON Q One EVO Light Box Seramik Kaplama - 100ml - 9H Oto Boya Koruma-Su İtici,GYEON,4800,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-OLE100M_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Otomotiv tüm boyalı yüzeyler, motosiklet ve bisiklet çerçeveleri, cam ve parlak plastik aksesuarlar",ceramic_coating,single_layer_coating,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-gyeon-q-one-evo-light-box-seramik-kaplama-100ml
Q2M-CRYA100M,8683492661212,GYEON QM Cure REDEFİNED Araç Boya Koruma Ve Bakım Spreyi - 100 ml -Seramik Bazlı Koruyucu Nano Cila,GYEON,550,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CRYA100M_0.jpg,DIŞ YÜZEY,Boya Koruma Ürünleri,Wax ve Sprey Cilalar,"Boya, jant, cam, plastik trim",paint_protection_quick,single_layer_coating,https://mtskimya.com/dis-yuzey/boya-koruma-urunleri/wax-ve-sprey-cilalar/prd-gyeon-q-m-cure-redefined-arac-boya-koruma-ve-bakim-spreyi-100-ml-seramik-bazli-koruyucu-nano-cila
Q2M-PYA500M,8683492661373,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 500 ml,GYEON,650,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-PYA500M_0.jpg,DIŞ YÜZEY,Yüzey Hazırlık ve Temizleyiciler,Boyalı Yüzey Temizleyiciler,"Boya, cam, plastik, jant, metal, PPF - tüm dış/iç paneller",contaminant_solvers,single_layer_coating,https://mtskimya.com/dis-yuzey/yuzey-hazirlik-ve-temizleyiciler/boyali-yuzey-temizleyiciler/prd-gyeon-q-m-prep-seramik-ppf-folyo-kaplama-oncesi-yuzey-hazirlayici-ve-temizleyici-500-ml
Q2-PR1000M,8809432673125,GYEON Q Primer Koruma Öncesi Seramik Bazlı Son Kat Cila - 1000 ml,GYEON,3250,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-PR1000M_0.jpg,DIŞ YÜZEY,Boya Koruma Ürünleri,Boya Korumalar,"Hassas ve yumuşak boyalar, koyu renkli araçlar, showroom ve fuar araçları",ceramic_coating,single_layer_coating,https://mtskimya.com/dis-yuzey/boya-koruma-urunleri/boya-korumalar/prd-gyeon-q-primer-koruma-oncesi-seramik-bazli-son-kat-cila-1000-ml
Q2-PR120M,8809432673088,GYEON Q Primer Koruma Öncesi Seramik Bazlı Son Kat Cila - 120 ml,GYEON,600,https://mgpolishing.com/wp-content/uploads/2025/11/Q2-PR120M_0.jpg,DIŞ YÜZEY,Boya Koruma Ürünleri,Boya Korumalar,"Hassas ve yumuşak boyalar, koyu renkli araçlar, showroom ve fuar araçları",paint_protection_quick,single_layer_coating,https://mtskimya.com/dis-yuzey/boya-koruma-urunleri/boya-korumalar/prd-gyeon-q-primer-koruma-oncesi-seramik-bazli-son-kat-cila-120-ml
MXP-HC50KS,8683489680899,MTS KİMYA MX-PRO HYDRO Seramik Kaplama 50ml – Kutu Set,MX-PRO,2100,https://mgpolishing.com/wp-content/uploads/2025/11/MXP-HC50KS_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, kaporta, jant, cam, plastik aksamlar, PPF, mat vernikler",ceramic_coating,multi_step_coating_kit,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-mts-kimya-mx-pro-hydro-seramik-kaplama-50ml-kutu-set
MXP-DPCN30KS,8683489680943,MTS KİMYA MX-PRO DIAMOND Plus Seramik Kaplama 30 ml – Kutu Set,MX-PRO,2500,https://mgpolishing.com/wp-content/uploads/2025/11/MXP-DPCN30KS_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, jantlar, farlar, trim, plastik aksamlar, krom parçalar",ceramic_coating,multi_step_coating_kit,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-mts-kimya-mx-pro-diamond-plus-seramik-kaplama-50ml-kutu-set-5876
MXP-CCN30KS,8683489680936,MTS KİMYA MX-PRO CRYSTAL Seramik Kaplama 30ml – Kutu Set,MX-PRO,2000,https://mgpolishing.com/wp-content/uploads/2025/11/MXP-CCN30KS_0.jpg,DIŞ YÜZEY,Seramik Kaplama Ürünleri,Seramik Kaplamalar,"Araç boyası, vernik katı",ceramic_coating,multi_step_coating_kit,https://mtskimya.com/dis-yuzey/seramik-kaplama-urunleri/seramik-kaplamalar/prd-mts-kimya-mx-pro-crystal-seramik-kaplama-30ml-kutu-set
MGPS-6012K,8683492661694,MG PS Kil Diski 150 mm/6&quot; - Kil Pedi Clay Disc Disk Clay Pad Ped,MG PS,600,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6012k.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı yüzeyler, vernik, cam, krom, pürüzsüz plastik",clay_products,clay_disc,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-kil-diski-150-mm6-kil-pedi-clay-disc-disk-clay-pad-ped
MGPS-6016P,8683492661687,MG PS Kil Eldiveni 21x16 cm (Kırmızı) - Clay Mitt Glove Yüzey Temizleme Kili,MG PS,850,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6016p.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı yüzeyler, vernik, cam, krom",clay_products,clay_mitt,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-kil-eldiveni-21x16-cm-kirmizi-clay-mitt-glove-yuzey-temizleme-kili
MGPS-6009P,8683492661670,MG PS Kil Bezi 30x30 cm (Kırmızı) - Clay Towel Cloth Yüzey Temizleme Kili,MG PS,850,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6009p.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı sac, vernik, cam, krom, pürüzsüz plastik",clay_products,clay_cloth,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-kil-bezi-30x30-cm-kirmizi-clay-towel-cloth-yuzey-temizleme-kili
MGPS-6045,8683492661717,MG PS Süngerli Kil Bloğu 10x6 cm (Siyah) - Clay Pad Sponge Block,MG PS,500,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6045.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı yüzeyler, vernik, cam",clay_products,clay_pad,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-claypad-pro
MGPS-6046R,8683492661724,MG PS Aplikatörlü El Kil Pedi 12x8 cm (Kırmızı) - Cırtlı Clay Pad Sponge Block,MG PS,670,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6046r.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı yüzeyler, vernik, cam, krom",clay_products,clay_pad,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-claygrip-velcro-kirmizi-kil-aplikator-12-8-cm
MGPS-6046F2R,8683492661731,MG PS Yedek Cırtlı El Kil Pedi (2 Adet) 12x8 cm - Aplikatör Clay Pad Sponge Block,MG PS,670,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6046f2r.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı yüzeyler, vernik, cam, krom",clay_products,clay_pad,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-yedek-cirtli-el-kil-pedi-2-adet-12x8-cm-aplikator-clay-pad-sponge-block
Q2M-CME,8809432678045,GYEON QM Clay Mild EVO Günlük Hafif Yüzey Temizleyici Kil Hamuru - 100 gr -Kimyasala Dayanıklı,GYEON,960,https://mgpolishing.com/wp-content/uploads/2025/11/Q2M-CME_0.jpg,AKSESUAR,Kil Ürünleri,Kil Hamurları,"Tüm boya tipleri, PPF folyo, seramik kaplama, mat finisaj, yumuşak vernikler",clay_products,clay_bar,https://mtskimya.com/aksesuar/kil-urunleri/kil-hamurlari/prd-gyeon-q-m-clay-mild-evo-gunluk-hafif-yuzey-temizleyici-kil-hamuru-100-gr-kimyasala-dayanikli
MGPS-6031B-P,8683492661700,MG PS Mikrofiber El Kil Pedi 12x9 cm (Kırmızı) - Süngerli Clay Pad Sponge Block,MG PS,600,https://mgpolishing.com/wp-content/uploads/2025/06/mgps-6031b-p.jpg,AKSESUAR,Kil Ürünleri,Kil Disk-Bez-Eldiven,"Boyalı sac, vernik, cam, krom, pürüzsüz plastik",clay_products,clay_pad,https://mtskimya.com/aksesuar/kil-urunleri/kil-disk-bez-eldiven/prd-mg-ps-kil-pedi-mikrofiber-12x9x4-cm-kirmizi
EF0101,8683492661489,Little Joe Vanilya Araç Kokusu (Vanilla) -45 Gün -Oto Kokusu Kalıcı Klima Parfüm,LITTLE JOE,240,https://mgpolishing.com/wp-content/uploads/2025/08/EF0101_1.webp,İÇ YÜZEY,Araç Parfümleri,Petek Kokular,"Araç kliması peteği, ev/ofis havalandırma ızgaraları",fragrance,vent_clip,https://mtskimya.com/ic-yuzey/arac-parfumleri/petek-kokular/prd-little-joe-vanilya-arac-kokusu-vanilla-45-gun-oto-kokusu-kalici-klima-parfum
EF0202,8683492661496,Little Joe Yeni Araç Kokusu (New Car) -45 Gün -Oto Kokusu Kalıcı Klima Parfüm,LITTLE JOE,240,https://mgpolishing.com/wp-content/uploads/2025/08/EF0202_1.webp,İÇ YÜZEY,Araç Parfümleri,Petek Kokular,"Araç kliması peteği, ev/ofis havalandırma ızgaraları",fragrance,vent_clip,https://mtskimya.com/ic-yuzey/arac-parfumleri/petek-kokular/prd-little-joe-yeni-arac-kokusu-new-car-45-gun-oto-kokusu-kalici-klima-parfum
EF0303,8683492661502,Little Joe Aşk Araç Kokusu (Passion) -45 Gün -Oto Kokusu Kalıcı Klima Parfüm,LITTLE JOE,240,https://mgpolishing.com/wp-content/uploads/2025/08/EF0303_1.webp,İÇ YÜZEY,Araç Parfümleri,Petek Kokular,"Araç kliması peteği, ev/ofis havalandırma ızgaraları",fragrance,vent_clip,https://mtskimya.com/ic-yuzey/arac-parfumleri/petek-kokular/prd-little-joe-ask-arac-kokusu-passion-45-gun-oto-kokusu-kalici-klima-parfum
IF0404,8683492661519,Little Joe Kiraz Araç Kokusu (Cherry) -45 Gün -Oto Kokusu Kalıcı Klima Parfüm,LITTLE JOE,240,https://mgpolishing.com/wp-content/uploads/2025/08/IF0404_1.webp,İÇ YÜZEY,Araç Parfümleri,Petek Kokular,"Araç kliması peteği, ev/ofis havalandırma ızgaraları",fragrance,vent_clip,https://mtskimya.com/ic-yuzey/arac-parfumleri/petek-kokular/prd-little-joe-kiraz-arac-kokusu-cherry-45-gun-oto-kokusu-kalici-klima-parfum
EF0606,8683492661526,Little Joe Siyah İnci Araç Kokusu (Velvet) -45 Gün -Oto Kokusu Kalıcı Klima Parfüm,LITTLE JOE,240,https://mgpolishing.com/wp-content/uploads/2025/08/EF0606_1.webp,İÇ YÜZEY,Araç Parfümleri,Petek Kokular,"Araç kliması peteği, ev/ofis havalandırma ızgaraları",fragrance,vent_clip,https://mtskimya.com/ic-yuzey/arac-parfumleri/petek-kokular/prd-little-joe-siyah-inci-arac-kokusu-velvet-45-gun-oto-kokusu-kalici-klima-parfum
