sku,template_group,template_sub_type,specs_object
Q2-TRE30M,ceramic_coating,trim_coating,"{""durability_months"":36,""durability_km"":50000,""application_surface"":[""Plastik Trim"",""Far"",""Piyano Black""],""features"":""Solmuş plastiği yeniler, renk canlandırır"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":10}"
Q2-LSE50M,ceramic_coating,leather_coating,"{""durability_months"":18,""durability_km"":30000,""finish_effect"":""Mat (Orjinal Görünüm)"",""features"":""Boya transferini (jean lekesi) önler"",""application_surface"":""Deri Döşeme"",""consumption_ml_per_cabin"":35}"
Q2-VE20M,ceramic_coating,glass_coating,"{""durability_months"":24,""durability_km"":50000,""speed_threshold"":""50 km/s (su kaydırma)"",""kit_contents"":[""Repel (Kaplama)"",""GlassPolish (Temizleyici)""],""ph_tolerance"":""2-11"",""alcohol_tolerant"":true}"
79296,ceramic_coating,glass_coating,"{""durability_months"":6,""speed_threshold"":""50 km/s"",""application_surface"":""Cam"",""features"":""Kireç ve kir önleyici"",""consumption_ml_per_car"":30,""cure_time_hours"":7,""ph"":""Nötr""}"
Q2-PPFE50M,ceramic_coating,ppf_coating,"{""durability_months"":24,""durability_km"":30000,""application_surface"":[""PPF"",""Vinil"",""Wrap""],""features"":""Esnek yapı, Self-healing uyumlu"",""contact_angle"":"">110°"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":30}"
Q2-FCNA400M,ceramic_coating,fabric_coating,"{""durability_months"":6,""application_method"":""Sprey"",""features"":""SiO2 içerikli, su itici, nefes alabilir"",""application_surface"":[""Koltuk"",""Tente"",""Paspas""],""coverage_ml_per_sqm"":80,""ph_tolerance"":""2-11""}"
79299,ceramic_coating,fabric_coating,"{""durability_months"":6,""application_method"":""Sprey"",""features"":""Su ve yağ itici, alkol bazlı hızlı kuruma"",""application_surface"":[""Kumaş"",""Deri"",""Tente""],""consumption_ml_per_sqm"":125,""cure_time_hours"":7,""technology"":""Floropolimer""}"
Q2-TYA500M,ceramic_coating,tire_coating,"{""durability_washes"":""5+ Yıkama"",""composition"":""SiO2 emdirilmiş"",""finish_effect"":""Saten (Isıtılırsa parlak)"",""features"":""Kir tutmaz, sıçrama yapmaz"",""consumption_ml_per_car"":12}"
Q2-AF120M,ceramic_coating,glass_coating,"{""durability_months"":2,""function"":""Buğu önleme (İç cam)"",""application_surface"":""Cam iç yüzeyler"",""contact_angle"":""<10° (süper hidrofilik)"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":15}"
Q2-BS30M,ceramic_coating,top_coat,"{""durability_months"":12,""function"":""Mevcut seramiğin hidrofobisini yenileme"",""contact_angle"":"">120°"",""application_surface"":""Kürleşmiş Seramik Üzeri"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":30}"
Q2-PC100M,ceramic_coating,interior_coating,"{""durability_months"":12,""function"":""Antibakteriyel bariyer"",""technology"":""SiO2 + Bakır"",""application_surface"":[""Deri"",""Plastik"",""Kumaş""],""consumption_ml_per_sqm"":10}"
Q2-OLE30M,ceramic_coating,paint_coating,"{""durability_months"":24,""durability_km"":25000,""layer_count"":1,""hardness"":""9H"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":30}"
Q2-MLE30M,ceramic_coating,paint_coating,"{""durability_months"":36,""durability_km"":50000,""layer_count"":1,""technology"":""Florin Modifiyeli Polisilazan"",""hardness"":""9H"",""contact_angle"":"">105°"",""ph_tolerance"":""2-11""}"
Q2-MLE100M,ceramic_coating,paint_coating,"{""durability_months"":36,""durability_km"":50000,""layer_count"":1,""technology"":""Florin Modifiyeli Polisilazan"",""hardness"":""9H"",""contact_angle"":"">105°"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":25}"
Q2-SLE30M,ceramic_coating,paint_coating_kit,"{""durability_months"":50,""durability_km"":50000,""layer_count"":""Multi (Mohs + Skin)"",""contact_angle"":"">120°"",""hardness"":""9H"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":30}"
Q2M-PYA4000M,ceramic_coating,single_layer_coating,"{""sub_type"":""single_layer_coating"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""ipa_content"":"">50%"",""anti_static"":true,""consumption_ml_per_car"":100}"
Q2-OLE100M,ceramic_coating,single_layer_coating,"{""sub_type"":""single_layer_coating"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""durability_km"":25000,""hardness"":""9H"",""ph_tolerance"":""2-11"",""consumption_ml_per_car"":25}"
Q2M-CRYA100M,ceramic_coating,single_layer_coating,"{""sub_type"":""single_layer_coating"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""durability_weeks"":6,""sio2_content"":""Yüksek"",""consumption_ml_per_car"":30}"
Q2M-PYA500M,ceramic_coating,single_layer_coating,"{""sub_type"":""single_layer_coating"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""ipa_content"":"">50%"",""anti_static"":true,""consumption_ml_per_car"":100}"
Q2-PR1000M,ceramic_coating,single_layer_coating,"{""sub_type"":""single_layer_coating"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""cut_level"":1,""gloss_level"":10,""formula"":""Su Bazlı SiO2"",""silicone_free"":true,""filler_free"":true}"
Q2-PR120M,ceramic_coating,single_layer_coating,"{""sub_type"":""single_layer_coating"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""cut_level"":1,""gloss_level"":10,""formula"":""Su Bazlı SiO2"",""silicone_free"":true,""filler_free"":true}"
MXP-HC50KS,ceramic_coating,multi_step_coating_kit,"{""sub_type"":""multi_step_coating_kit"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""technology"":""SiO2 + Floropolimer Hibrit"",""contact_angle"":110,""self_healing"":true,""heat_resistance"":""600°C""}"
MXP-DPCN30KS,ceramic_coating,multi_step_coating_kit,"{""sub_type"":""multi_step_coating_kit"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""hardness"":""9H"",""contact_angle"":110,""multi_surface"":true}"
MXP-CCN30KS,ceramic_coating,multi_step_coating_kit,"{""sub_type"":""multi_step_coating_kit"",""layer_count"":null,""application_method"":null,""cure_time_hours"":null,""no_water_hours"":null,""durability_months"":null,""prep_required"":null,""recommended_temperature_c"":null,""irl_safe"":null,""kit_contents"":null,""contact_angle"":110,""technology"":""SiO2 bazlı cam seramik""}"
MGPS-6012K,clay_products,clay_disc,"{""clay_form"":""disc"",""grade"":""medium"",""size"":""150 mm"",""reusable"":true,""machine_compatible"":true,""lubricant_required"":true,""diameter"":""150 mm / 6 inch"",""thickness"":""12 mm"",""material"":""Polimer kauçuk + PU köpük""}"
MGPS-6016P,clay_products,clay_mitt,"{""clay_form"":""mitt"",""grade"":""medium"",""size"":""21x16 cm"",""reusable"":true,""machine_compatible"":false,""lubricant_required"":true,""color"":""Kırmızı"",""material"":""Mikrofiber + polimer kauçuk"",""durability"":""30-40 uygulama""}"
MGPS-6009P,clay_products,clay_cloth,"{""clay_form"":""cloth"",""grade"":""medium"",""size"":""30x30 cm"",""reusable"":true,""machine_compatible"":false,""lubricant_required"":true,""color"":""Kırmızı kenar / Siyah polimer yüzey"",""material"":""Kauçuk-polimer kil kaplama + 320 gsm mikrofiber"",""durability"":""60+ araç""}"
MGPS-6045,clay_products,clay_pad,"{""clay_form"":""pad"",""grade"":""medium"",""size"":""10x6 cm"",""reusable"":true,""machine_compatible"":false,""lubricant_required"":true,""color"":""Siyah"",""material"":""İnce-grade polimer kil + EVA sünger""}"
MGPS-6046R,clay_products,clay_pad,"{""clay_form"":""pad"",""grade"":""medium"",""size"":""12x8 cm"",""reusable"":true,""machine_compatible"":false,""lubricant_required"":true,""weight"":""90 g"",""color"":""Kırmızı"",""material"":""Kauçuk-polimer kil + EVA sünger"",""attachment"":""Cırtlı (Hook & Loop)"",""durability"":""40-60 araç""}"
MGPS-6046F2R,clay_products,clay_pad,"{""clay_form"":""pad"",""grade"":""medium"",""size"":""12x8 cm"",""reusable"":true,""machine_compatible"":false,""lubricant_required"":true,""pack_quantity"":2,""quantity"":""2 adet"",""color"":""Kırmızı"",""material"":""Kauçuk-polimer kil"",""attachment"":""Cırtlı (Hook & Loop)"",""durability"":""40 araç x 2 = 80 araç"",""compatible_with"":""MGPS-6046R""}"
Q2M-CME,clay_products,clay_bar,"{""clay_form"":""bar"",""grade"":""fine"",""size"":""100 gr"",""reusable"":true,""machine_compatible"":false,""lubricant_required"":true,""weight"":""100 gr"",""color"":""Açık (kirlilik takibi için)"",""chemical_resistant"":true,""ppf_safe"":true,""matte_safe"":true}"
MGPS-6031B-P,clay_products,clay_pad,"{""sub_type"":""microfiber_cloth"",""size"":null,""gsm"":null,""material_blend"":null,""edge_type"":null,""recommended_use"":null,""wash_instructions"":null,""pile_type"":null,""absorption_level"":null,""color"":null,""material"":""İnce-grade kauçuk-polimer kil + 320 GSM mikrofiber"",""body"":""Yoğun hücreli PU sünger"",""durability"":""40-50 araç""}"
EF0101,fragrance,vent_clip,"{""scent"":""Vanilya"",""durability_label"":""45 Gün"",""design"":""3D Karakter"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF0202,fragrance,vent_clip,"{""scent"":""New Car"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF0303,fragrance,vent_clip,"{""scent"":""Passion/Meyve"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
IF0404,fragrance,vent_clip,"{""scent"":""Kiraz"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF0606,fragrance,vent_clip,"{""scent"":""Black Velvet"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF0808,fragrance,vent_clip,"{""scent"":""Nane"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
IF0909,fragrance,vent_clip,"{""scent"":""Meyve Karışımı"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
IF1111,fragrance,vent_clip,"{""scent"":""Çilek"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1212,fragrance,vent_clip,"{""scent"":""Amber"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1313,fragrance,vent_clip,"{""scent"":""Çiçek"",""durability_label"":""45 Gün"",""durability_days"":45,""design"":""3D Karakter"",""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
IF1414,fragrance,vent_clip,"{""scent"":""Pina Colada"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1616,fragrance,vent_clip,"{""scent"":""Kaşmir"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1717,fragrance,vent_clip,"{""scent"":""Zencefil Limon"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1818,fragrance,vent_clip,"{""scent"":""Misk"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1919,fragrance,vent_clip,"{""scent"":""Sedir Ağacı"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF0220,fragrance,vent_clip,"{""scent"":""Şeker"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
IF2939,fragrance,vent_clip,"{""scent"":""Sakız"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
IF3243,fragrance,vent_clip,"{""scent"":""Elma"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF3963,fragrance,vent_clip,"{""scent"":""Kahve"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF4064,fragrance,vent_clip,"{""scent"":""Deri"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
EF1754,fragrance,vent_clip,"{""scent"":""Nane Mentol"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x145x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Winter Edition""}"
EF1655,fragrance,vent_clip,"{""scent"":""Meyve Çiçek"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x145x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""design"":""Altın tonları""}"
IF0453,fragrance,vent_clip,"{""scent"":""Elma Tarçın"",""durability_label"":""45 Gün"",""durability_days"":45,""dimensions_mm"":""85x145x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Winter Edition""}"
SJ0402,fragrance,vent_clip,"{""scent"":""New Car"",""design"":""Futbolcu Karakter"",""durability_days"":45,""dimensions_mm"":""85x145x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Soccer Edition""}"
LO2602,fragrance,vent_clip,"{""scent"":""New Car"",""design"":""Türkiye Temalı"",""durability_days"":45,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
LO2601,fragrance,vent_clip,"{""scent"":""Vanilya"",""design"":""Kalp Temalı"",""durability_days"":45,""dimensions_mm"":""85x145x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya""}"
LE3739,fragrance,vent_clip,"{""scent"":""Ahududu"",""quantity"":2,""durability_days"":45,""dimensions_mm"":""165x94x25"",""weight_g"":39,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Love Edition""}"
LE3801,fragrance,vent_clip,"{""scent"":""Vanilya"",""quantity"":2,""durability_days"":45,""dimensions_mm"":""165x94x25"",""weight_g"":39,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Love Edition""}"
LE3620,fragrance,vent_clip,"{""scent"":""Şekerli Meyve"",""quantity"":2,""durability_days"":45,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Love Edition""}"
ED0101,fragrance,vent_clip,"{""scent"":""Vanilya"",""design"":""3D Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog""}"
ED0202,fragrance,vent_clip,"{""scent"":""New Car"",""design"":""3D Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog""}"
ED0303,fragrance,vent_clip,"{""scent"":""Passion"",""design"":""3D Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog""}"
ID0404,fragrance,vent_clip,"{""scent"":""Kiraz"",""design"":""3D Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog""}"
ED0606,fragrance,vent_clip,"{""scent"":""Black Velvet"",""design"":""3D Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog""}"
ID0909,fragrance,vent_clip,"{""scent"":""Meyve"",""design"":""3D Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog""}"
IY1401,fragrance,vent_clip,"{""scent"":""Vanilya"",""design"":""3D Joya"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":9.7,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Joya""}"
EY0202,fragrance,vent_clip,"{""scent"":""New Car"",""design"":""3D Joya"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":9.7,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Joya""}"
EY1213,fragrance,vent_clip,"{""scent"":""Bahar Çiçekleri"",""design"":""3D Joya"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":9.7,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Joya""}"
EY3311,fragrance,vent_clip,"{""scent"":""Pamuk Şeker"",""design"":""3D Joya"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":9.7,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Joya""}"
IY2939,fragrance,vent_clip,"{""scent"":""Yaban Mersini"",""design"":""3D Joya"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":9.7,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Joya""}"
EY2409,fragrance,vent_clip,"{""scent"":""Lavanta"",""design"":""3D Joya"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":9.7,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Joya""}"
EP0101,fragrance,vent_clip,"{""scent"":""Vanilya"",""design"":""3D Yavru Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Pup""}"
EP0309,fragrance,vent_clip,"{""scent"":""Tatlı"",""design"":""3D Yavru Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Pup""}"
EP2754,fragrance,vent_clip,"{""scent"":""Nane"",""design"":""3D Yavru Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Pup""}"
EP2455,fragrance,vent_clip,"{""scent"":""İncir Ağacı"",""design"":""3D Yavru Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Pup""}"
EP3539,fragrance,vent_clip,"{""scent"":""Yaban Mersini"",""design"":""3D Yavru Köpek"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Pup""}"
78156,fragrance,vent_clip,"{""design"":""Bean (Fasulye)"",""scent"":""British"",""made_in"":""İtalya"",""collection"":""Bean""}"
76385,fragrance,vent_clip,"{""design"":""Bean"",""scent"":""Casual"",""made_in"":""İtalya"",""collection"":""Bean""}"
76386,fragrance,vent_clip,"{""design"":""Bean"",""scent"":""Glamour"",""made_in"":""İtalya"",""collection"":""Bean""}"
78157,fragrance,vent_clip,"{""design"":""Bean"",""scent"":""Rockabilly"",""made_in"":""İtalya"",""collection"":""Bean""}"
76384,fragrance,vent_clip,"{""design"":""Bean"",""scent"":""Sporty"",""color"":""Açık Mavi"",""made_in"":""İtalya"",""collection"":""Bean""}"
78158,fragrance,vent_clip,"{""design"":""Bean"",""scent"":""Summerlover"",""made_in"":""İtalya"",""collection"":""Bean""}"
75229,fragrance,vent_clip,"{""design"":""Kelebek"",""scent"":""Blue Ice"",""made_in"":""İtalya"",""collection"":""Marta La Farfalla"",""notes"":{""top"":""Pembe greyfurt, fesleğen, yeşil limon"",""middle"":""Sardunya, kişniş, yasemin"",""base"":""Tonka fasulyesi, amber, sandal ağacı, kasem ağacı, beyaz misk""}}"
78761,fragrance,vent_clip,"{""design"":""Kelebek"",""scent"":""Tarçın"",""made_in"":""İtalya"",""collection"":""Marta La Farfalla"",""notes"":{""top"":""Acı portakal, narenciye vurguları, tarçın"",""middle"":""Portakal çiçeği, hindistan cevizi"",""base"":""Tarçın kabuğu, zencefil kökü, vanilya, fava tonka, vetiver""}}"
75228,fragrance,vent_clip,"{""design"":""Kelebek"",""scent"":""Silver Water"",""made_in"":""İtalya"",""collection"":""Marta La Farfalla"",""notes"":{""top"":""Artemisia, bergamot, galbanum"",""middle"":""Sardunya, yasemin, biberiye, lavanta"",""base"":""Amber, paçuli, değerli ağaçlar""}}"
PS0101,fragrance,hanging_card,"{""scent"":""Vanilya"",""durability_label"":""30 Gün"",""material"":""Kağıt/Selüloz"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS2002,fragrance,hanging_card,"{""scent"":""New Car"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS0313,fragrance,hanging_card,"{""scent"":""Çiçek"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS0404,fragrance,hanging_card,"{""scent"":""Kiraz"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS0606,fragrance,hanging_card,"{""scent"":""Black Velvet"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS0707,fragrance,hanging_card,"{""scent"":""Okyanus"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS0821,fragrance,hanging_card,"{""scent"":""Yeşil Çay"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
PS0931,fragrance,hanging_card,"{""scent"":""Narenciye"",""durability_label"":""30 Gün"",""durability_days"":30,""dimensions_mm"":""80x187x3"",""weight_g"":11,""material"":""Kağıt/Selüloz"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Paper (Asma Kart)""}"
76762,fragrance,hanging_card,"{""scent"":""Vanilya & Zencefil"",""design"":""Marta Card"",""material"":""Yumuşak Kauçuk"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Marta Card""}"
SC2201,fragrance,home_fragrance,"{""scent"":""Vanilya"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
SC0223,fragrance,home_fragrance,"{""scent"":""New Car"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
SC2304,fragrance,home_fragrance,"{""scent"":""Kiraz"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
SC0922,fragrance,home_fragrance,"{""scent"":""Meyve"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
SC2424,fragrance,home_fragrance,"{""scent"":""Lavanta"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
SC2508,fragrance,home_fragrance,"{""scent"":""Nane"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
