target_sku,section_name,category_name,question_en,answer_en,url,article_id
Q2-SLE50M,Q² Syncro EVO,Q² Collection,How to maintain a vehicle coated with that product ?,We recommend the use of Q²M Bathe+ and Q²M WetCoat during your normal wash routine. The coating is designed to resist chemicals ph. within 2 to 11.,https://gyeon.zendesk.com/hc/en-us/articles/360000911997-How-to-maintain-a-vehicle-coated-with-that-product,360000911997
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Can it be used as top coating ?,No.,https://gyeon.zendesk.com/hc/en-us/articles/360000902097-Can-it-be-used-as-top-coating,360000902097
Q2-MTEL50M,Q² Matte EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000899537-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000899537
Q2-PLE50M,Q² Pure EVO,Q² Collection,"The beading is gone, what to do ?",Proceed with surface decontamination with Q²M Iron REDEFINED & Q²M Tar REDEFINED after a complete maintenance wash. Use Q²M Cure REDEFINED or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000903818-The-beading-is-gone-what-to-do,360000903818
Q2-OLE100M,Q² One EVO,Q² Collection,What surface can you apply Q² One EVO on?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000902298-What-surface-can-you-apply-Q-One-EVO-on,360000902298
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Can I buy it without being a Gyeon Certified Detailer? ,"No, Q² CanCoat Pro EVO is dedicated exclusively to Gyeon Certified Detailers",https://gyeon.zendesk.com/hc/en-us/articles/360000895017-Can-I-buy-it-without-being-a-Gyeon-Certified-Detailer,360000895017
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Remove and clean the included sprayer. Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000893937-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000893937
Q2-SLE50M,Q² Syncro EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000911857-How-long-does-the-product-need-to-dry-cure,360000911857
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Can I top it off with additional coating/wax/sealant?,Yes - We recommend the use of Q² CanCoat EVO or a high-quality natural wax.,https://gyeon.zendesk.com/hc/en-us/articles/360000908458-Can-I-top-it-off-with-additional-coating-wax-sealant,360000908458
Q2-PLE50M,Q² Pure EVO,Q² Collection,How long does the product need to dry/cure ?,The product needs minimum 12h after application before being exposed to atmospherically impact and another 14 days with no detergent wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000903758-How-long-does-the-product-need-to-dry-cure,360000903758
Q2-OLE100M,Q² One EVO,Q² Collection,When should I apply the Q²M CURE REDEFINED included in the kit ?,We recommend application of Q²M Cure REDEFINED 12h minimum after the application and has a maintenance product after every wash.,https://gyeon.zendesk.com/hc/en-us/articles/360000896237-When-should-I-apply-the-Q-M-CURE-REDEFINED-included-in-the-kit,360000896237
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Remove and clean the included sprayer. Close the can with its original metal cap. Store it in a dry, dark, and cool place. Please do not allow it to freeze or expose it to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000894337-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000894337
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Can I top it off with additional coating ?,"You may use Q² CanCoat EVO, but only for maintenance purpose after the period of at least 6 months.",https://gyeon.zendesk.com/hc/en-us/articles/360000921718-Can-I-top-it-off-with-additional-coating,360000921718
Q2-MLE100M,Q² Mohs EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000900117-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000900117
Q2-PLE50M,Q² Pure EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000896497-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000896497
Q2-OLE100M,Q² One EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000895097-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000895097
Q2-SLE50M,Q² Syncro EVO,Q² Collection,How to store the product after use? What is the shelf life once opened?,"Store it in a dry, dark, and cool place. Please do not allow it to freeze or be exposed to sunlight. Once opened, it has a ""good-to-use"" shelf life of 2 years.",https://gyeon.zendesk.com/hc/en-us/articles/360000921478-How-to-store-the-product-after-use-What-is-the-shelf-life-once-opened,360000921478
Q2M-PPFSL4000M,Q²M PPF Slip,Q²M Collection,What is it?,Q²M PPF Slip is a concentrated installation fluid for all types of PPF. It assists in lifting the material while reducing the risk of defects.,https://gyeon.zendesk.com/hc/en-us/articles/18583678986140-What-is-it,18583678986140
Q2M-GP250M,Q²M GlassPolish,Q²M Collection,What is it?,Q²M GlassPolish is a glasspolish and pre-coating cleaner.,https://gyeon.zendesk.com/hc/en-us/articles/18582012463004-What-is-it,18582012463004
