Product Name,Barcode,Product Description,Product Description_1,Product Description_2,Product Description_3,Product Name Eng,URL,URL 1,URL 2,URL 3,URL 4,URL 5
"Fra-Ber Lega Jant, Balata, Toz Temizleyici, Parlatıcı 750 Ml",70864,,,,,,https://shop.fra-ber.it/en/products/detergente-sgrassatore-pulitore-cerchi-lega?variant=43691867635920,https://elhuria.com/en/product/6241-italian-rim-cleaner-(without-discolouration)-750-ml-fra-ber-lega,https://www.gecegy.com/en/shop/fra-ber-lega-italian-degreaser-for-rims-tires-750ml-5312,https://detailingmania.lv/en/products/fra-ber-lega-750ml---wheel-cleaner-7784,https://www.autopia.ie/product/fra-ber-lega-wheel-cleaner-ready-to-use/,https://store.ecoclean-sa.com/en/products/aa1a1ccd-6ed8-4ec1-b3f2-5b5ee98e6ebb
Menzerna Soft Cut Premium Yeşil Hare Giderici Cila Süngeri 150 mm,26900.224.012,,,,,,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/soft-cut-foam-pad,https://gbdetailing.com/products/menzerna-foam-pad-green-soft-cut-150mm-6,,,,
Gyeon Q2 Primer 120 ml,Q2-PR120M,,,,,,https://gyeon.co/product/primer/,https://www.detailedimage.com/Gyeon-M91/Primer-P1476/120-ml-S1/,https://www.polishedbliss.co.uk/products/gyeon-q2-primer#product.info.description,https://www.mycarcleaning.co.uk/products/gyeon-q2-primer,https://www.professionaldetailingproducts.com/products/gyeon-q2-primer-120ml,
Gyeon Q²m Trim Cleaner Anti-Statik Plastik Trim Vinil Motor Parçalara Özel Temizleyici - 500 ml,Q2M-TRC500M,,,,,,https://www.detailedimage.com/Gyeon-M91/Vinyl-Cleaner-P1517/500-ml-S1/,https://carzilla.ca/products/gyeon-q2m-trim-cleaner,https://www.polishedbliss.co.uk/products/gyeon-q2m-trim-cleaner#product.info.description,https://www.goldlabelcarcare.co.uk/collections/frontpage/products/gyeon-q-m-trim-cleaner-500ml,https://urbanwerksdetailshop.com/products/gyeon-vinyl-cleaner,https://www.cleanandshiny.co.uk/products/gyeon-q2m-trimcleaner
Fra-Ber Kimyasal Dayanıklı Ölçekli Canyon Sprey Başlıklı Şişe (Mavi) - 1000 ml,79587-643,,,,,,https://shop.fra-ber.it/en/products/pompa-precompressione-manuale-2-litri-spray-pump?variant=43682745221328,,,,,
Gyeon Q²m Seat Cover Araç Ön Koltuk Koruyucu Kılıf Siyah - 1 Adet,Q2M-SCOV,,,,,,https://autojoy.shop/products/qy-q2m-seatcover,https://www.ghm.lt/shop/en/safety-equipment-and-tools/1383-gyeon-qm-seatcover.html,https://themicrofibershop.com/products/gyeon-q-m-seatcover,https://www.carclean.com/en/gyeon-q2m-seatcover.html,https://2js.co.za/product/gyeon-q%C2%B2m-seat-covers/,https://detailingmania.lv/en/products/gyeon-q2m-seat-cover---seat-cover
Fra-Ber Innovacar Innovacar S1 Wash & Coat - Seramikli Boya Koruyucu Şampuan - 1lt,79286,,,,,,https://carzilla.ca/products/innovacar-s1-wash-coat,https://jmproducts.be/en/products/innovacar-s1-wash-coat,https://liquidmaster.pl/en/innovacar-s1-wash-coat-1l-szampon-z-sio2/,https://detailersa.com/products/s1-wash-and-coat-innovacar,https://thehouseofrags.com/products/s1-wash-coat,https://innovacar.ie/products/innovacar-s1-wash-and-coat
Menzerna Medium Cut Premium Sarı Pasta Süngeri 150mm,26900.224.011,,,,,,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/medium-cut-foam-pad,https://www.thepolishingshop.co.uk/medium-cut-foam-pad-yellow-menzerna-premium-415505,https://www.theultimatefinish.co.uk/products/menzerna-medium-cut-foam-pad-yellow.aspx,https://www.polishedbliss.co.uk/products/menzerna-medium-cut-foam-pad#product.info.description,https://www.autofresh.in/menzerna-medium-cut-foam-pad-yellow/,https://www.carcare24.eu/en/menzerna-medium-cut-polishing-foam-pad-yellow-150mm.html
Menzerna Polisaj Dayanıklı Tabanlığı Kırmızı 123 MM,26931.099.001,,,,,,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/premium-backing-plate,https://menzerna-shop.de/Menzerna-Premium-backing-pad-123mm-damped-for-150-mm-pads-M14,https://www.springriver.eu/menzerna-premium-backing-plate-123-mm.html,https://maazzo.com/products/menzerna-backing-plates-for-premium-pads,,
Menzerna Heavy Cut Compound 400 Green Line 1 Lt,22200.261.001,,,,,,https://www.menzerna.com/car-care/car-polish/products/details/heavy-cut-compound-400-green-line,https://www.detailedimage.com/Menzerna-M10/Fast-Gloss-400-Compound-P688/8-oz-S2/,,,,
Gyeon Q2 Syncro Evo Light Box 30 ml,Q2-SLE30M,,,,,,https://gyeon.co/product/syncro-evo/,https://carzilla.ca/products/gyeon-syncro-evo-lightbox-30ml-50ml,https://www.detailedimage.com/Gyeon-M91/Syncro-Evo-P2590/30-ml-Kit-S1/,,,
Gyeon Q² View Evo Cam Su Itici Yağmur Kaydırıcı Seramik Kaplama - 20 ml,Q2-VE20M,,,,,,https://www.theultimatefinish.co.uk/products/gyeon-q2-view-evo.aspx?variant=7070,https://www.polishedbliss.co.uk/products/gyeon-q2-view-evo#product.info.description,https://www.autogeek.net/gyeon-view.html,https://gyeon.co/product/view-evo/,,
Menzerna Rotary Polisaj Makineleri İçin Esnek ve Dayanıklı Ped Destek Disk Tabanlık - 148 mm,26935.099.001,,,,,,https://motodox.de/Menzerna-Premium-backing-pad-148mm-damped-for-180-mm-pads-M14,https://menzerna-shop.de/Menzerna-Premium-backing-pad-148mm-damped-for-180-mm-pads-M14,https://www.springriver.eu/menzerna-premium-backing-plate-148-mm.html,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/premium-backing-plate,,
Fra-Ber Gommanera Lastik Parlatıcı (1:5 Konsantre) - 5 kg,71706,,,,,,https://www.fra-ber.it/en/car-wash-detergents/rims-cleaning-and-tyres-shine/gommanera-superlux/,,,,,
"Innovacar %100 Scale Su Izi Temizleyici Kireç Çözücü ve Önleyici Konsantre - 4,54 Lt",701350,,,,,,https://en.innovacar.it/products/decontaminante-anticalcare-per-auto-carrozzeria-vetri-e-fari-100-scale/,https://detailersa.com/products/100-scale,https://carzilla.ca/products/innovacar-100-scale,https://thehouseofrags.com/products/100-scale-by-innovacar,https://detailingmania.lv/en/products/innovacar-ds-scale-1l-concentrate---waterspotscale-remover,
Gyeon Q2M Polish Hare Giderici Cila 120 ml.,Q2M-PO120M,,,,,,https://www.detailstore.com.au/en-cn/products/gyeon-q2m-polish-120ml,https://gyeon.co/product/polish/,https://www.polishedbliss.co.uk/products/gyeon-q2m-polish#product.info.description,,,
Fra-Ber Nanotech Koruyucu ve Parlatıcı Hızlı Cila Vişne Kokulu (1:200 Konsantre) - 1000 ml,74062,,,,,,https://www.fra-ber.it/en/car-wash-detergents/waxes/nanotech-self-cherry/,,,,,
Fra-Ber Innovacar Sp1 Prewash Enzimli Ön Yıkama Şampuanı Konsantre - 1 Lt,79280,,,,,,https://en.innovacar.it/products/detergente-shampoo-prelavaggio-auto-sp1-prewash/,https://detailingmania.lv/en/products/innovacar-sp1-prewash-1l---active-foam,https://carzilla.ca/products/innovacar-sp1-prewash,https://rentek.ie/products/innovacar-w1-quick-detailer-500ml-copy,,
Fra-Ber Tex Kumaş Temizleyici ve Koruyucu Köpük 600ML.,70901,,,,,,https://shop.fra-ber.it/en/products/smacchiatore-pulitore-tessuti-e-sedili-auto-tex?variant=43696801677520,https://detailersa.com/products/tex-600ml-fra-ber,https://elhuria.com/en/product/6243-fra-ber-tex-interior-cleaning-foam-upholstery-leather-cleaner-600ml,https://www.gecuae.com/shop/fra-ber-tex-italian-active-foam-cleans-600ml-5302,,
Menzerna Yeni 400 Ağır Çizik Giderici Kalın Pasta - 1 kg,22202.260.001,,,,,,https://www.menzerna.com/car-care/car-polish/products/details/heavy-cut-compound-400,https://www.detailedimage.com/Menzerna-M10/Fast-Gloss-400-Compound-P688/128-oz-S3/,https://carzilla.ca/products/fg400-fast-gloss-compound-32oz,https://www.polishedbliss.co.uk/products/menzerna-heavy-cut-compound-400-fg400#product.info.description,,
Innovacar %100 Scale Su Izi Temizleyici Kireç Çözücü ve Önleyici Konsantre - 500 ml,701344,,,,,,https://rentek.ie/products/innovacar-sp1-prewash-1l-copy-1,https://thehouseofrags.com/products/100-scale-by-innovacar,https://detailingmania.lv/en/products/innovacar-ds-scale-1l-concentrate---waterspotscale-remover,https://en.innovacar.it/products/decontaminante-anticalcare-per-auto-carrozzeria-vetri-e-fari-100-scale,,
Fra-Ber Lava Interni B Genel Amaçlı Detaylı Araç Temizleyici (1:25 Konsantre) - 5 kg,71675,,,,,,https://www.fra-ber.it/en/car-wash-detergents/interior-and-glass-detergents/lava-interni-b-aroma/,https://www.autopia.ie/product/fra-ber-lava-interni-b-aroma-fabric-cleaner/,https://www.kemitek.lv/en/prc/1107-17/fra-ber-lava_interni_b_aroma/,https://detailingmania.lv/en/products/fra-ber-green-line-lava-interni-b-aroma-5kg-125---150---all-purpose-cleaner,,
Fra-Ber Lavavetro Estıvo Cam Suyu Katkısı Parfümlü - 1000 ml,701606,,,,,,https://shop.fra-ber.it/en/products/liquido-additivo-tergicristalli-estivo-no-insect?variant=43708149924048,https://www.gecegy.com/en/shop/fra-ber-pulitutto-italian-multi-purpose-cleaner-1000ml-5300,,,,
"Frabes Innovacar Sc2 Dressing - Plastik, Vinil, Deri, Kauçuk Ve Akrilik Yüzey Koruyucu - 500ml Inn",79298,,,,,,https://en.innovacar.it/products/rigeneratore-plastiche-auto-sc2-dressing,https://thehouseofrags.com/products/sc2-dressing,https://rentek.ie/products/innovacar-sc0-hydro-sealant-500ml-copy,,,
Gyeon Quartz Q1 Premium Maskeleme Bantı 48mm x 50 mm 1 Adet,MT14850M,,,,,,https://rollroy.com/uk/q1-premium-masking-tape-50-mm-x-50-mtr-301050,https://www.mypaintbrush.co.uk/q1-premium-masking-tape-2,https://refinishsupplies.co.uk/product/48mm-premium-automotive-masking-tape-box-20/,https://www.ccpaints.co.uk/product-page/q1-premium-automotive-masking-tape-48mm-2,https://www.q1tapes.com/en/automotive/masking-tapes/masking-tape-product/q1-premium-masking-tape,
Gyeon Q² One Evo Light Box Araç Seramik Kaplama - 30 ml - 9h Oto Boya Koruma-Su Itici,Q2-OLE30M,,,,,,https://gyeonusa.com/products/q-one-evo-kit,https://www.polishedbliss.co.uk/products/gyeon-q2-one-evo-light#product.info.description,https://carzilla.ca/products/gyeon-q2-one-evo-30ml-50ml,,,
Fra-Ber Ko Iron Demir Tozu Sökücü ve Jant Temizleyici - 750 ml,700482,,,,,,https://www.fra-ber.it/en/car-wash-detergents/rims-cleaning-and-tyres-shine/ko-iron/,https://www.patriotis.com/en/fra-ber-ko-iron-454l,https://www.gecegy.com/en/shop/fra-ber-ko-iron-italian-cleaner-disinfectant-for-body-wheel-750ml-5313,https://www.detailedimage.com/DIY-Detail-M141/Iron-Remover-P3332/16-oz-S1/,https://www.polishedbliss.co.uk/products/carpro-ironx#product.info.description,https://carzilla.ca/products/carpro-ironx-cherry-500ml
Fra-Ber Neve Yoğun Köpüklü Araç Yıkama Şampuanı Cilalı Parfümlü Oto Köpüğü - 1 Lt,701801,,,,,,https://www.fra-ber.it/en/car-wash-detergents/foam-shampoo/neve/,https://www.labocosmetica.com/product/neve-best-snow-foam-prewash-neutral-shampoo-gun-detailing/,,,,
Menzerna Likit Matlaştırıcı Pasta - 1 Lt,20144.261.001,,,,,,https://www.killerbrands.co.uk/products/menzerna-liquid-matt-1-litre,https://www.theultimatefinish.co.uk/products/menzerna-liquid-matt.aspx,https://motorsportandspares.com/products/menzerna-liquid-matt-1-litre,https://www.detailedimage.com/Menzerna-M10/Liquid-Matt-Surface-Prep-P868/1-L-S1/,,
Gyeon Q²m Prep Seramik Ppf Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 500 ml,Q2M-PYA500M,,,,,,https://gyeon.co/product/prep/,https://www.cadetailing.co.uk/products/gyeon-q-m-prep-500-ml,https://www.goldlabelcarcare.co.uk/products/gyeon-q2m-prep,https://carzilla.ca/products/gyeon-q2m-prep-500ml,https://www.polishedbliss.co.uk/products/gyeon-q2m-prep#product.info.description,
Gyeon Q2M Compound 120 ml,Q2M-CM120M,,,,,,https://www.polishedbliss.co.uk/products/gyeon-q2m-compound#product.info.description,https://gyeon.co/product/compound/,https://carzilla.ca/products/gyeon-q2m-compound-plus-redefined,https://www.cleanyourcar.co.uk/gyeon-q-m-compound,https://whitewatersolution.com/gyeon/polishing/,https://www.detailedimage.com/Gyeon-M91/Primer-P1476/120-ml-S1/
Gyeon Q²m Leatherset Natural Modern Deri Günlük Hafif Temizlik ve Bakım Seti (5 Parça) - 200 ml,Q2M-LSN200M,,,,,,https://gyeon.co/product/leather-set-natural/,https://carzilla.ca/products/gyeon-q2m-leather-set-natural,https://www.cleanyourcar.co.uk/gyeon-q2m-odor-remover-pads,https://www.polishedbliss.co.uk/products/gyeon-q-m-leather-set-natural#product.info.description,https://www.mycarcleaning.co.uk/products/gyeon-q2m-leather-set-natural,https://www.detailstore.com.au/products/gyeon-q2m-leather-set-mild-200ml
Fraber Innovacar Innovacar H2O Coat Anlık Hidrofobik Güçlendirici 1l,79304,,,,,,https://carzilla.ca/products/innovacar-h2o-coat,https://rentek.ie/products/innovacar-ds-scale-1l-copy-1,https://detailingmania.lv/en/products/innovacar-h2o-coat-1l---nano-wax-water-repellent,https://h2oautodetailsupply.com/products/innovacar-h2o-coat,https://www.autopia.ie/product/innovacar-h20-coat/,https://thehouseofrags.com/products/h2o-coat
Menzerna Power Finish 2500 - Hare Giderici Cila 1Lt.,22828.261.001,,,,,,https://www.menzerna.com/car-care/car-polish/products/details/medium-cut-polish-2500,https://www.detailedimage.com/Menzerna-M10/Power-Finish-PF-2500-PO203-P649/32-oz-S2/,https://carzilla.ca/products/pf-2500-power-finish-polish,https://clean-garage.com/menzerna-2500-medium-cut-polish-32oz-m-2500q-quart/,https://www.autogeek.net/menzerna-polish-po203.html,https://auto-brite.ca/product/menzerna-2500-medium-cut/
Gyeon Q²m Glass Polish Cam Pastası Leke Temizleyici Kireç Çözücü Hafif Çizik Giderici - 250 ml,Q2M-GP250M,,,,,,https://gyeon.co/product/glass-polish/,https://carzilla.ca/products/gyeon-q2m-glasspolish,https://www.cleanyourcar.co.uk/gyeon-q2m-odor-remover-pads,https://autojoy.shop/products/qy-q2m-glasspolish,https://detailculture.com/products/gyeon-q2m-glass-polish,https://www.theultimatefinish.co.uk/products/gyeon-q2m-glass-polish.aspx
Gyeon Q²m Iron Wheel Cleaner Redefıned Jant Temizleyici Demir Tozu Balata Tozu Çözücü - 4000 ml,Q2M-IWCR4000M,,,,,,https://gyeon.co/product/iron-wheelcleaner-redefined/,https://carzilla.ca/products/gyeon-q2m-iron-wheel-cleaner-redefined,https://www.cleanyourcar.co.uk/gyeon-iron-wheel-cleaner,https://www.polishedbliss.co.uk/products/gyeon-q2m-iron-wheel-cleaner-redefined#product.info.description,https://www.gsfcarparts.com/products/q-m-iron-wheelcleaner-redefined-4000-ml-brngiwc4000r,https://www.theultimatefinish.co.uk/products/gyeon-q2m-iron-wheel-cleaner-redefined.aspx
Gyeon Q2M Coating Applicator 2-Pack,Q2M-CA2P,,,,,,https://carzilla.ca/products/gyeon-q-m-coating-applicator-2-pack,https://www.cleanandshiny.co.uk/products/gyeon-q2m-coating-applicator-2-pack,https://www.detailedimage.com/Gyeon-M91/Coating-Applicator-2-Pack-P2461/,https://www.carclean.com/en/gyeon-q2m-coating-applicator-2-pack.html,https://www.in2detailing.co.uk/products/gyeon-q2m-coating-applicator?variant=39670052520015,https://www.theultimatefinish.co.uk/products/gyeon-q2m-coating-applicator.aspx
"Menzerna Premium Orbital Kuzu Yünü Polisaj Keçesi 165MM/6,5""",26915.099.001,,,,,,https://www.menzerna.com/car-care/accessories/polishing-accessories/details/orbital-wool-pad,https://www.polishedbliss.co.uk/collections/new-products/products/menzerna-orbital-wool-pad#product.info.description,https://www.springriver.eu/menzerna-orbital-wool-pad-165-mm.html,https://www.ghm.lt/shop/en/wool-pads/1374-menzerna-orbital-wool-pad-lambswool-polishing-pad.html,https://www.ghm.lt/shop/en/wool-pads/1374-menzerna-orbital-wool-pad-lambswool-polishing-pad.html,https://detailmate.de/Menzerna-Premium-Orbital-Wool-Pad-165mm-65_1
Menzerna M5 Süper Parlatıcı Katı Cila Beyaz Değerli Metaller Paslanmaz Çelik Boyalı Yüzey Parlatıcı,07933.056.001,,,,,,https://eickelit.com/en/menzerna-m5-super-finish-compound-sku-300-m5.html,https://watchmakershop.com/products/menzerna-polishing-paste-m5-for-stainless-steel-precious-metals-and-lacquer-0-500-kg,https://carzilla.ca/products/menzerna-m5-precious-metal-super-finish,https://msdistributorspr.com/products/m5-super-finishing-paste-compound,,
Menzerna Cut Force Pro Altın Seri Ağır Çizik Giderici Kalın Pasta - 1 Lt,22203.261.001,,,,,,https://www.menzerna.com/car-care/car-polish/products/details/cut-force-pro,https://www.theultimatefinish.co.uk/products/menzerna-cut-force-pro.aspx,https://www.cleanyourcar.co.uk/menzerna-cut-force-pro,https://carzilla.ca/products/menzerna-cut-force-pro-speed-compound,https://www.polishedbliss.co.uk/products/menzerna-cut-force-pro#product.info.description,https://www.carcare24.eu/en/menzerna-cut-force-pro-one-step-polishing-compound-1l.html
Gyeon Q² Rim Evo Jantlara Özel Koruyucu Seramik Kaplama - 30 ml,Q2-RE30M,,,,,,https://gyeon.co/product/rim-evo/,https://carzilla.ca/products/gyeon-rim-evo,https://esotericcarcare.com/products/gyeon-q2-rim-evo,https://www.autogeek.net/gyeon-rim.html,https://mrcleaner.pl/en/rim-protection/gyeon-q2-rim-evo-30ml,
Gyeon Q²m Odorremover Pads Kötü Koku Giderici Ped - 4'lü Paket -Çok Amaçlı Koku Giderici,Q2M-ORP4P,,,,,,https://www.mycarcleaning.co.uk/products/gyeon-q2m-odor-remover-pads,https://autolab.bg/en/product/4745/gyeon-q2m-odorremover-pads-4pack.html,https://www.detailstore.com.au/products/gyeon-q2m-odor-remover-pads-4-pack,https://www.gsfcarparts.com/products/brngorp4,https://www.in2detailing.co.uk/products/gyeon-q2m-odor-odour-remover-pads?variant=53273073189251,https://www.cleanandshiny.co.uk/products/gyeon-q2m-odor-remover-pads
"Menzerna Premium Orbital Kuzu Yünü Polisaj Keçesi 140 Mm/5,5""",26914.099.001,,,,,,https://www.polishedbliss.co.uk/products/menzerna-orbital-wool-pad#product.info.description,https://detaildepot.co.nz/products/menzerna-orbital-wool-pad-140mm,https://detailerplace.com/en/product/menzerna-orbital-wool-pad/,https://maazzo.com/products/menzerna-orbital-wool-pad-140mm-5-5-high-performance-polishing-pad-for-dual-action-random-orbital-polishers,https://www.springriver.eu/menzerna-orbital-wool-pad-140-mm.html,
